onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.685
14	1	CNS	BlueLeft	1	0.669
18.5	1	CNS	BlueRight	1	0.656
23	1	ICS	RedRight	1	0.739
27.5	1	ICNS	RedLeft	1	0.701
33	1	CS	BlueRight	1	0.653
38.5	1	ICS	RedLeft	1	0.741
41	1	ICNS	RedRight	1	0.573
43.5	1	ICNS	RedLeft	1	0.574
48	1	CS	BlueRight	1	0.553
52.5	1	CNS	BlueRight	1	0.619
56	1	ICS	RedRight	1	1.149
58.5	1	ICNS	RedLeft	1	0.593
61	1	ICNS	RedLeft	1	0.548
66.5	1	CS	BlueRight	1	0.665
70	1	ICS	RedLeft	1	1.036
73.5	1	CS	BlueLeft	1	0.645
77	1	CNS	BlueRight	1	0.579
80.5	1	ICS	RedLeft	1	0.744
84	1	ICNS	RedLeft	1	0.557
89.5	1	CS	BlueRight	1	0.534
95	1	ICS	RedRight	1	0.621
98.5	1	ICNS	RedRight	1	0.651
104	1	CS	BlueRight	1	0.466
106.5	1	CNS	BlueLeft	1	0.578
110	1	ICS	RedLeft	1	0.56
112.5	1	ICNS	RedLeft	1	0.616
116	1	CS	BlueLeft	1	0.518
118.5	1	CNS	BlueLeft	1	0.431
123	1	CNS	BlueLeft	1	0.594
128.5	1	ICS	RedRight	1	1.191
134	1	CS	BlueLeft	1	0.626
136.5	1	CNS	BlueRight	1	0.722
141	1	ICS	RedLeft	1	0.66
146.5	1	ICNS	RedRight	1	0.581
151	1	ICNS	RedLeft	1	0.735
155.5	1	CS	BlueLeft	1	0.793
158	1	CNS	BlueLeft	1	0.458
160.5	1	CNS	BlueRight	1	0.706
165	1	ICS	RedRight	1	0.573
168.5	1	ICNS	RedRight	1	0.555
172	1	CS	BlueRight	1	0.585
174.5	1	ICS	RedRight	1	0.537
179	1	CS	BlueLeft	1	0.651
183.5	1	CNS	BlueLeft	1	0.59
188	1	CNS	BlueRight	1	0.545
190.5	1	ICS	RedRight	1	0.506
195	1	ICNS	RedLeft	1	0.668
200.5	1	CS	BlueRight	1	0.565
203	1	CNS	BlueRight	1	0.42
206.5	1	ICS	RedRight	1	0.554
210	1	CS	BlueLeft	1	0.936
214.5	1	CNS	BlueLeft	1	0.618
218	1	CNS	BlueLeft	1	0.424
223.5	1	ICS	RedLeft	1	0.583
227	1	ICNS	RedRight	1	0.629
232.5	1	CS	BlueLeft	1	0.509
237	1	CNS	BlueLeft	1	0.536
240.5	1	ICS	RedLeft	1	0.557
244	1	ICNS	RedRight	1	0.715
249.5	1	CS	BlueRight	1	0.531
253	1	CNS	BlueLeft	1	0.489
257.5	1	ICS	RedLeft	1	0.587
263	1	ICNS	RedRight	1	0.514
265.5	1	CS	BlueRight	1	1.048
270	1	ICS	RedLeft	1	0.558
273.5	1	ICNS	RedRight	1	0.611
279	1	ICNS	RedLeft	1	0.523
283.5	1	CS	BlueRight	1	0.661
289	1	CNS	BlueRight	1	0.662
294.5	1	ICS	RedRight	1	0.517
297	1	ICNS	RedRight	1	0.574
299.5	1	CS	BlueLeft	1	1.195
302	1	CNS	BlueRight	1	0.99
304.5	1	CNS	BlueRight	1	0.751
310	1	ICS	RedRight	1	0.495
313.5	1	ICNS	RedLeft	1	0.58
316	1	ICNS	RedRight	1	0.429
320.5	1	CS	BlueLeft	1	0.76
326	1	ICS	RedLeft	1	0.752
