onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.974
14	1	CNS	BlueLeft	1	0.941
18.5	1	CNS	BlueRight	1	0.671
23	1	ICS	RedRight	1	0.674
27.5	1	ICNS	RedLeft	1	0.773
33	1	CS	BlueRight	1	0.82
38.5	1	ICS	RedLeft	1	0.837
41	1	ICNS	RedRight	1	0.821
43.5	1	ICNS	RedLeft	1	0.654
48	1	CS	BlueRight	1	0.785
52.5	1	CNS	BlueRight	1	0.603
56	1	ICS	RedRight	1	0.577
58.5	1	ICNS	RedLeft	1	0.785
61	1	ICNS	RedLeft	1	0.594
66.5	1	CS	BlueRight	1	0.753
70	1	ICS	RedLeft	1	0.687
73.5	1	CS	BlueLeft	1	0.532
77	1	CNS	BlueRight	1	0.778
80.5	1	ICS	RedLeft	1	0.551
84	1	ICNS	RedLeft	1	0.909
89.5	1	CS	BlueRight	1	0.821
95	1	ICS	RedRight	1	1.018
98.5	1	ICNS	RedRight	1	0.691
104	1	CS	BlueRight	1	0.722
106.5	1	CNS	BlueLeft	1	1.072
110	1	ICS	RedLeft	1	0.609
112.5	1	ICNS	RedLeft	1	1.134
116	1	CS	BlueLeft	1	0.638
118.5	1	CNS	BlueLeft	1	0.83
123	1	CNS	BlueLeft	1	0.641
128.5	1	ICS	RedRight	1	0.657
134	1	CS	BlueLeft	1	0.889
136.5	1	CNS	BlueRight	1	0.834
141	1	ICS	RedLeft	1	0.804
146.5	1	ICNS	RedRight	1	0.652
151	1	ICNS	RedLeft	1	0.575
155.5	1	CS	BlueLeft	1	0.914
158	1	CNS	BlueLeft	1	0.53
160.5	1	CNS	BlueRight	1	0.61
165	1	ICS	RedRight	1	0.59
168.5	1	ICNS	RedRight	1	0.618
172	1	CS	BlueRight	1	0.744
174.5	1	ICS	RedRight	1	0.857
179	1	CS	BlueLeft	1	0.715
183.5	1	CNS	BlueLeft	1	0.574
188	1	CNS	BlueRight	1	0.609
190.5	1	ICS	RedRight	1	0.626
195	1	ICNS	RedLeft	1	0.7
200.5	1	CS	BlueRight	1	0.756
203	1	CNS	BlueRight	1	0.693
206.5	1	ICS	RedRight	1	0.658
210	1	CS	BlueLeft	1	0.864
214.5	1	CNS	BlueLeft	1	0.594
218	1	CNS	BlueLeft	1	0.479
223.5	1	ICS	RedLeft	1	0.631
227	1	ICNS	RedRight	1	0.637
232.5	1	CS	BlueLeft	1	0.604
237	1	CNS	BlueLeft	1	0.615
240.5	1	ICS	RedLeft	1	0.605
244	1	ICNS	RedRight	1	0.899
249.5	1	CS	BlueRight	1	0.683
253	1	CNS	BlueLeft	1	0.64
257.5	1	ICS	RedLeft	1	0.803
263	1	ICNS	RedRight	1	0.738
265.5	1	CS	BlueRight	1	1.008
270	1	ICS	RedLeft	1	0.957
273.5	1	ICNS	RedRight	1	0.707
279	1	ICNS	RedLeft	1	0.683
283.5	1	CS	BlueRight	1	0.765
289	1	CNS	BlueRight	1	1.058
294.5	1	ICS	RedRight	1	0.701
297	1	ICNS	RedRight	1	0.51
299.5	1	CS	BlueLeft	1	0.758
302	1	CNS	BlueRight	1	0.655
304.5	1	CNS	BlueRight	1	0.624
310	1	ICS	RedRight	1	0.47
313.5	1	ICNS	RedLeft	1	0.684
316	1	ICNS	RedRight	1	0.861
320.5	1	CS	BlueLeft	1	0.576
326	1	ICS	RedLeft	1	0.727
