onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.492
14	1	CNS	BlueLeft	1	0.452
18.5	1	CNS	BlueRight	1	0.582
23	1	ICS	RedRight	1	0.537
27.5	1	ICNS	RedLeft	1	0.675
33	1	CS	BlueRight	1	0.507
38.5	1	ICS	RedLeft	1	0.531
41	1	ICNS	RedRight	1	0.668
43.5	1	ICNS	RedLeft	1	0.548
48	1	CS	BlueRight	1	0.695
52.5	1	CNS	BlueRight	1	0.473
56	1	ICS	RedRight	1	0.551
58.5	1	ICNS	RedLeft	1	0.624
61	1	ICNS	RedLeft	1	0.617
66.5	1	CS	BlueRight	1	0.608
70	1	ICS	RedLeft	1	0.886
73.5	1	CS	BlueLeft	1	0.532
77	1	CNS	BlueRight	1	0.585
80.5	1	ICS	RedLeft	1	0.534
84	1	ICNS	RedLeft	1	0.524
89.5	1	CS	BlueRight	1	0.46
95	1	ICS	RedRight	1	0.651
98.5	1	ICNS	RedRight	1	0.641
104	1	CS	BlueRight	1	0.609
106.5	1	CNS	BlueLeft	1	1.199
110	1	ICS	RedLeft	1	0.631
112.5	1	ICNS	RedLeft	1	0.552
116	1	CS	BlueLeft	1	0.661
118.5	1	CNS	BlueLeft	1	0.71
123	1	CNS	BlueLeft	1	0.513
128.5	1	ICS	RedRight	1	0.695
134	1	CS	BlueLeft	1	0.824
136.5	1	CNS	BlueRight	0	0
141	1	ICS	RedLeft	1	0.547
146.5	1	ICNS	RedRight	1	0.483
151	1	ICNS	RedLeft	1	0.549
155.5	1	CS	BlueLeft	1	0.68
158	1	CNS	BlueLeft	1	0.857
160.5	1	CNS	BlueRight	1	1.063
165	1	ICS	RedRight	1	0.492
168.5	1	ICNS	RedRight	1	0.474
172	1	CS	BlueRight	0	0
174.5	1	ICS	RedRight	1	0.623
179	1	CS	BlueLeft	1	0.554
183.5	1	CNS	BlueLeft	1	0.485
188	1	CNS	BlueRight	1	0.808
190.5	1	ICS	RedRight	0	0
195	1	ICNS	RedLeft	1	0.524
200.5	1	CS	BlueRight	1	0.491
203	1	CNS	BlueRight	1	0.947
206.5	1	ICS	RedRight	1	0.473
210	1	CS	BlueLeft	1	0.511
214.5	1	CNS	BlueLeft	1	0.577
218	1	CNS	BlueLeft	1	0.647
223.5	1	ICS	RedLeft	1	0.551
227	1	ICNS	RedRight	1	0.709
232.5	1	CS	BlueLeft	1	0.564
237	1	CNS	BlueLeft	1	0.59
240.5	1	ICS	RedLeft	1	0.556
244	1	ICNS	RedRight	1	1.079
249.5	1	CS	BlueRight	1	0.529
253	1	CNS	BlueLeft	1	0.591
257.5	1	ICS	RedLeft	1	1.758
263	1	ICNS	RedRight	1	0.393
265.5	1	CS	BlueRight	1	0.594
270	1	ICS	RedLeft	1	0.804
273.5	1	ICNS	RedRight	1	0.978
279	1	ICNS	RedLeft	1	0.442
283.5	1	CS	BlueRight	0	0.74
289	1	CNS	BlueRight	1	0.476
294.5	1	ICS	RedRight	0	0
297	1	ICNS	RedRight	1	0.476
299.5	1	CS	BlueLeft	1	0.757
302	1	CNS	BlueRight	1	0.662
304.5	1	CNS	BlueRight	1	0.694
310	1	ICS	RedRight	0	0
313.5	1	ICNS	RedLeft	1	0.66
316	1	ICNS	RedRight	1	0.388
320.5	1	CS	BlueLeft	1	0.63
326	1	ICS	RedLeft	1	0.534
