onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.576
14	1	CNS	BlueLeft	1	0.456
18.5	1	CNS	BlueRight	1	0.499
23	1	ICS	RedRight	1	0.589
27.5	1	ICNS	RedLeft	1	0.736
33	1	CS	BlueRight	1	0.487
38.5	1	ICS	RedLeft	1	0.599
41	1	ICNS	RedRight	1	0.575
43.5	1	ICNS	RedLeft	1	0.52
48	1	CS	BlueRight	1	0.659
52.5	1	CNS	BlueRight	1	0.333
56	1	ICS	RedRight	1	0.563
58.5	1	ICNS	RedLeft	1	0.62
61	1	ICNS	RedLeft	1	0.796
66.5	1	CS	BlueRight	1	0.372
70	1	ICS	RedLeft	1	0.586
73.5	1	CS	BlueLeft	1	0.848
77	1	CNS	BlueRight	1	0.493
80.5	1	ICS	RedLeft	1	0.61
84	1	ICNS	RedLeft	1	0.503
89.5	1	CS	BlueRight	1	0.519
95	1	ICS	RedRight	1	0.783
98.5	1	ICNS	RedRight	0	0
104	1	CS	BlueRight	1	0.661
106.5	1	CNS	BlueLeft	1	0.525
110	1	ICS	RedLeft	1	0.571
112.5	1	ICNS	RedLeft	1	0.531
116	1	CS	BlueLeft	1	0.665
118.5	1	CNS	BlueLeft	1	0.506
123	1	CNS	BlueLeft	1	0.525
128.5	1	ICS	RedRight	1	0.596
134	1	CS	BlueLeft	1	0.475
136.5	1	CNS	BlueRight	1	0.54
141	1	ICS	RedLeft	1	0.495
146.5	1	ICNS	RedRight	1	0.638
151	1	ICNS	RedLeft	1	0.545
155.5	1	CS	BlueLeft	1	0.564
158	1	CNS	BlueLeft	1	0.613
160.5	1	CNS	BlueRight	1	0.485
165	1	ICS	RedRight	1	0.584
168.5	1	ICNS	RedRight	1	0.822
172	1	CS	BlueRight	1	0.523
174.5	1	ICS	RedRight	1	0.58
179	1	CS	BlueLeft	1	0.582
183.5	1	CNS	BlueLeft	1	0.553
188	1	CNS	BlueRight	1	0.411
190.5	1	ICS	RedRight	1	0.604
195	1	ICNS	RedLeft	1	0.694
200.5	1	CS	BlueRight	1	0.526
203	1	CNS	BlueRight	1	0.735
206.5	1	ICS	RedRight	1	0.549
210	1	CS	BlueLeft	1	0.546
214.5	1	CNS	BlueLeft	1	0.661
218	1	CNS	BlueLeft	1	0.435
223.5	1	ICS	RedLeft	1	0.506
227	1	ICNS	RedRight	1	0.615
232.5	1	CS	BlueLeft	1	0.671
237	1	CNS	BlueLeft	1	0.562
240.5	1	ICS	RedLeft	1	0.464
244	1	ICNS	RedRight	1	0.541
249.5	1	CS	BlueRight	1	0.573
253	1	CNS	BlueLeft	1	0.427
257.5	1	ICS	RedLeft	1	0.733
263	1	ICNS	RedRight	0	0.461
265.5	1	CS	BlueRight	1	0.478
270	1	ICS	RedLeft	1	0.52
273.5	1	ICNS	RedRight	1	0.486
279	1	ICNS	RedLeft	1	0.541
283.5	1	CS	BlueRight	1	0.544
289	1	CNS	BlueRight	1	0.479
294.5	1	ICS	RedRight	1	0.503
297	1	ICNS	RedRight	1	0.624
299.5	1	CS	BlueLeft	1	0.696
302	1	CNS	BlueRight	1	0.489
304.5	1	CNS	BlueRight	1	0.426
310	1	ICS	RedRight	1	0.562
313.5	1	ICNS	RedLeft	1	0.543
316	1	ICNS	RedRight	1	0.432
320.5	1	CS	BlueLeft	1	0.451
326	1	ICS	RedLeft	1	0.491
