onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.766
14	1	CNS	BlueLeft	1	0.549
18.5	1	ICS	RedLeft	1	0.832
23	1	CS	BlueLeft	1	0.635
27.5	1	CNS	BlueRight	1	0.574
33	1	ICS	RedLeft	1	0.797
38.5	1	ICNS	RedLeft	1	0.83
41	1	CS	BlueRight	1	0.949
43.5	1	CNS	BlueLeft	1	0.718
48	1	ICS	RedRight	1	0.761
52.5	1	ICNS	RedRight	1	0.827
56	1	CS	BlueRight	1	0.881
58.5	1	ICS	RedLeft	1	0.849
61	1	ICNS	RedLeft	1	0.682
66.5	1	ICNS	RedRight	1	0.786
70	1	CS	BlueRight	1	0.912
73.5	1	ICS	RedRight	1	0.982
77	1	ICNS	RedLeft	1	0.899
80.5	1	CS	BlueRight	1	0.745
84	1	CNS	BlueLeft	1	0.758
89.5	1	CNS	BlueRight	1	1.01
95	1	ICS	RedRight	1	0.973
98.5	1	ICNS	RedLeft	0	0
104	1	CS	BlueLeft	1	0.603
106.5	1	ICS	RedLeft	1	0.635
110	1	ICNS	RedLeft	1	0.513
112.5	1	ICNS	RedRight	1	0.545
116	1	CS	BlueRight	1	0.815
118.5	1	CNS	BlueRight	1	0.968
123	1	CNS	BlueLeft	1	0.859
128.5	1	ICS	RedRight	1	1.063
134	1	ICNS	RedLeft	1	0.642
136.5	1	CS	BlueRight	1	1.008
141	1	CNS	BlueRight	1	0.652
146.5	1	ICS	RedLeft	1	0.669
151	1	ICNS	RedRight	1	0.831
155.5	1	CS	BlueLeft	1	0.602
158	1	CNS	BlueLeft	1	0.482
160.5	1	CNS	BlueLeft	1	0.435
165	1	ICS	RedLeft	1	0.798
168.5	1	ICNS	RedLeft	1	0.42
172	1	CS	BlueLeft	1	0.633
174.5	1	CNS	BlueLeft	1	0.53
179	1	CNS	BlueRight	1	0.732
183.5	1	ICS	RedLeft	1	0.599
188	1	ICNS	RedLeft	1	0.65
190.5	1	CS	BlueLeft	1	0.986
195	1	CNS	BlueRight	1	0.884
200.5	1	ICS	RedRight	1	0.684
203	1	CS	BlueLeft	1	0.701
206.5	1	CNS	BlueRight	0	0.595
210	1	ICS	RedRight	1	0.848
214.5	1	ICNS	RedRight	1	0.795
218	1	CS	BlueRight	1	0.689
223.5	1	ICS	RedLeft	1	0.712
227	1	ICNS	RedRight	1	0.526
232.5	1	CS	BlueLeft	1	0.782
237	1	CNS	BlueLeft	1	0.616
240.5	1	CNS	BlueLeft	1	0.541
244	1	ICS	RedLeft	1	0.995
249.5	1	ICNS	RedRight	1	0.595
253	1	CS	BlueLeft	1	0.737
257.5	1	CNS	BlueRight	1	0.811
263	1	ICS	RedRight	0	0
265.5	1	ICNS	RedLeft	1	0.972
270	1	ICNS	RedRight	1	0.623
273.5	1	CS	BlueRight	1	0.684
279	1	CNS	BlueRight	1	0.788
283.5	1	ICS	RedRight	0	0
289	1	ICNS	RedLeft	1	0.91
294.5	1	CS	BlueLeft	1	0.581
297	1	ICS	RedRight	1	0.838
299.5	1	ICNS	RedRight	1	0.646
302	1	CS	BlueRight	1	0.807
304.5	1	CNS	BlueLeft	1	0.8
310	1	CNS	BlueRight	1	0.68
313.5	1	ICS	RedLeft	1	0.661
316	1	ICNS	RedRight	1	0.758
320.5	1	CS	BlueLeft	1	0.737
326	1	ICS	RedRight	1	0.728
