onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.718
12	1	ICNS	BlueLeft	1	0.587
14.5	1	CS	RedLeft	1	0.732
17	1	ICS	BlueLeft	1	0.628
20.5	1	ICNS	BlueRight	1	0.586
24	1	CS	RedLeft	1	0.968
27.5	1	CNS	RedLeft	1	0.694
31	1	ICS	BlueRight	1	0.636
36.5	1	ICNS	BlueLeft	1	0.532
41	1	CS	RedRight	1	0.67
44.5	1	CNS	RedRight	1	0.98
50	1	ICS	BlueRight	1	0.555
52.5	1	CS	RedLeft	1	0.74
56	1	CNS	RedLeft	1	0.522
58.5	1	CNS	RedRight	1	0.803
62	1	ICS	BlueRight	1	0.552
67.5	1	CS	RedRight	1	0.544
71	1	CNS	RedLeft	1	0.566
75.5	1	ICS	BlueRight	1	0.609
78	1	ICNS	BlueLeft	1	0.954
80.5	1	ICNS	BlueRight	1	0.578
83	1	CS	RedRight	1	0.626
86.5	1	CNS	RedLeft	1	0.472
91	1	ICS	BlueLeft	1	0.586
96.5	1	CS	RedLeft	1	0.467
99	1	CNS	RedLeft	1	0.483
104.5	1	CNS	RedRight	1	0.571
110	1	ICS	BlueRight	1	0.627
114.5	1	ICNS	BlueRight	1	0.734
117	1	ICNS	BlueLeft	1	0.639
119.5	1	CS	RedRight	0	0
125	1	CNS	RedLeft	1	0.559
130.5	1	ICS	BlueRight	1	0.495
134	1	ICNS	BlueRight	1	0.621
137.5	1	CS	RedLeft	1	0.634
140	1	CNS	RedRight	1	0.627
145.5	1	ICS	BlueLeft	1	0.643
150	1	ICNS	BlueLeft	1	0.622
152.5	1	ICNS	BlueLeft	1	0.551
157	1	CS	RedLeft	1	0.633
159.5	1	CNS	RedLeft	1	0.625
164	1	ICS	BlueLeft	1	0.556
168.5	1	ICNS	BlueLeft	1	0.503
173	1	ICNS	BlueRight	1	0.61
176.5	1	CS	RedLeft	1	0.672
180	1	CNS	RedLeft	1	0.557
182.5	1	ICS	BlueLeft	1	0.542
187	1	ICNS	BlueRight	1	0.601
189.5	1	CS	RedRight	1	0.514
195	1	ICS	BlueLeft	1	0.594
197.5	1	ICNS	BlueRight	1	1.023
200	1	CS	RedRight	1	0.69
204.5	1	CNS	RedRight	1	0.677
210	1	ICS	BlueRight	1	0.573
213.5	1	CS	RedLeft	1	0.547
219	1	CNS	RedRight	1	0.803
223.5	1	ICS	BlueLeft	1	0.638
229	1	ICNS	BlueLeft	1	0.622
233.5	1	ICNS	BlueLeft	1	0.729
238	1	CS	RedLeft	1	0.499
242.5	1	CNS	RedRight	1	0.645
245	1	ICS	BlueLeft	1	0.766
250.5	1	ICNS	BlueRight	1	0.99
256	1	CS	RedRight	1	0.542
258.5	1	CNS	RedLeft	1	0.543
262	1	CNS	RedRight	1	0.557
267.5	1	ICS	BlueRight	1	0.644
272	1	ICNS	BlueRight	1	0.576
275.5	1	CS	RedRight	1	0.734
280	1	CNS	RedLeft	1	0.591
284.5	1	ICS	BlueLeft	1	0.73
287	1	CS	RedRight	1	0.843
292.5	1	CNS	RedRight	1	0.699
298	1	ICS	BlueRight	1	0.747
303.5	1	ICNS	BlueLeft	1	0.675
307	1	ICNS	BlueRight	1	0.609
311.5	1	CS	RedLeft	1	0.723
317	1	CNS	RedRight	1	0.667
320.5	1	ICS	BlueLeft	0	0
324	1	CS	RedRight	1	0.622
