onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	1	0.785
14	1	ICNS	BlueLeft	1	0.64
18.5	1	ICNS	BlueRight	0	0.507
23	1	CS	RedRight	1	0.91
27.5	1	CNS	RedLeft	1	0.905
33	1	ICS	BlueRight	1	0.88
38.5	1	CS	RedLeft	1	0.736
41	1	CNS	RedRight	1	0.776
43.5	1	CNS	RedLeft	1	0.635
48	1	ICS	BlueRight	1	0.66
52.5	1	ICNS	BlueRight	1	0.894
56	1	CS	RedRight	1	0.676
58.5	1	CNS	RedLeft	1	1.011
61	1	CNS	RedLeft	1	0.565
66.5	1	ICS	BlueRight	1	0.854
70	1	CS	RedLeft	1	0.843
73.5	1	ICS	BlueLeft	1	0.799
77	1	ICNS	BlueRight	1	0.765
80.5	1	CS	RedLeft	1	0.971
84	1	CNS	RedLeft	1	0.808
89.5	1	ICS	BlueRight	1	0.696
95	1	CS	RedRight	1	1.005
98.5	1	CNS	RedRight	1	0.606
104	1	ICS	BlueRight	1	0.646
106.5	1	ICNS	BlueLeft	1	0.75
110	1	CS	RedLeft	1	0.828
112.5	1	CNS	RedLeft	1	0.829
116	1	ICS	BlueLeft	1	0.649
118.5	1	ICNS	BlueLeft	1	0.754
123	1	ICNS	BlueLeft	1	0.701
128.5	1	CS	RedRight	1	0.876
134	1	ICS	BlueLeft	1	0.804
136.5	1	ICNS	BlueRight	1	1.37
141	1	CS	RedLeft	1	0.712
146.5	1	CNS	RedRight	1	0.695
151	1	CNS	RedLeft	1	0.754
155.5	1	ICS	BlueLeft	1	1.242
158	1	ICNS	BlueLeft	1	0.574
160.5	1	ICNS	BlueRight	1	0.797
165	1	CS	RedRight	1	1.157
168.5	1	CNS	RedRight	1	0.493
172	1	ICS	BlueRight	1	0.691
174.5	1	CS	RedRight	1	0.748
179	1	ICS	BlueLeft	1	1.076
183.5	1	ICNS	BlueLeft	1	1.694
188	1	ICNS	BlueRight	1	0.772
190.5	1	CS	RedRight	1	0.637
195	1	CNS	RedLeft	1	0.776
200.5	1	ICS	BlueRight	1	1.069
203	1	ICNS	BlueRight	1	0.727
206.5	1	CS	RedRight	1	0.565
210	1	ICS	BlueLeft	1	1.08
214.5	1	ICNS	BlueLeft	1	0.662
218	1	ICNS	BlueLeft	1	0.723
223.5	1	CS	RedLeft	1	0.675
227	1	CNS	RedRight	1	1.086
232.5	1	ICS	BlueLeft	1	1.102
237	1	ICNS	BlueLeft	1	1.12
240.5	1	CS	RedLeft	1	0.897
244	1	CNS	RedRight	1	1.131
249.5	1	ICS	BlueRight	1	0.853
253	1	ICNS	BlueLeft	1	1.288
257.5	1	CS	RedLeft	1	0.854
263	1	CNS	RedRight	1	0.614
265.5	1	ICS	BlueRight	1	0.718
270	1	CS	RedLeft	1	1.126
273.5	1	CNS	RedRight	1	0.926
279	1	CNS	RedLeft	1	0.759
283.5	1	ICS	BlueRight	1	0.625
289	1	ICNS	BlueRight	1	0.68
294.5	1	CS	RedRight	1	1.141
297	1	CNS	RedRight	1	0.585
299.5	1	ICS	BlueLeft	1	0.953
302	1	ICNS	BlueRight	1	1.343
304.5	1	ICNS	BlueRight	1	1.223
310	1	CS	RedRight	1	0.53
313.5	1	CNS	RedLeft	1	0.584
316	1	CNS	RedRight	1	0.689
320.5	1	ICS	BlueLeft	1	1.032
326	1	CS	RedLeft	1	0.867
