onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.724
12	1	ICNS	BlueLeft	1	0.906
14.5	1	CS	RedLeft	1	0.443
17	1	ICS	BlueLeft	1	0.9
20.5	1	ICNS	BlueRight	1	0.689
24	1	CS	RedLeft	1	1.308
27.5	1	CNS	RedLeft	1	0.876
31	1	ICS	BlueRight	1	0.906
36.5	1	ICNS	BlueLeft	1	0.834
41	1	CS	RedRight	1	1.09
44.5	1	CNS	RedRight	1	0.899
50	1	ICS	BlueRight	1	0.777
52.5	1	CS	RedLeft	1	1.199
56	1	CNS	RedLeft	1	0.472
58.5	1	CNS	RedRight	1	0.448
62	1	ICS	BlueRight	1	0.47
67.5	1	CS	RedRight	1	0.654
71	1	CNS	RedLeft	1	0.587
75.5	1	ICS	BlueRight	1	0.878
78	1	ICNS	BlueLeft	1	0.927
80.5	1	ICNS	BlueRight	1	0.655
83	1	CS	RedRight	1	1.037
86.5	1	CNS	RedLeft	1	0.83
91	1	ICS	BlueLeft	1	0.936
96.5	1	CS	RedLeft	1	0.751
99	1	CNS	RedLeft	1	0.44
104.5	1	CNS	RedRight	1	0.632
110	1	ICS	BlueRight	1	0.928
114.5	1	ICNS	BlueRight	1	0.899
117	1	ICNS	BlueLeft	1	0.635
119.5	1	CS	RedRight	1	1.425
125	1	CNS	RedLeft	1	0.619
130.5	1	ICS	BlueRight	1	1.584
134	1	ICNS	BlueRight	1	0.72
137.5	1	CS	RedLeft	0	0.677
140	1	CNS	RedRight	1	0.907
145.5	1	ICS	BlueLeft	1	0.958
150	1	ICNS	BlueLeft	1	0.673
152.5	1	ICNS	BlueLeft	1	0.77
157	1	CS	RedLeft	1	0.94
159.5	1	CNS	RedLeft	1	0.717
164	1	ICS	BlueLeft	1	0.64
168.5	1	ICNS	BlueLeft	1	0.939
173	1	ICNS	BlueRight	1	1.05
176.5	1	CS	RedLeft	1	0.811
180	1	CNS	RedLeft	1	0.56
182.5	1	ICS	BlueLeft	1	0.656
187	1	ICNS	BlueRight	1	1.016
189.5	1	CS	RedRight	1	0.724
195	1	ICS	BlueLeft	1	1.153
197.5	1	ICNS	BlueRight	1	1.345
200	1	CS	RedRight	1	1.05
204.5	1	CNS	RedRight	1	0.591
210	1	ICS	BlueRight	1	0.704
213.5	1	CS	RedLeft	0	0.741
219	1	CNS	RedRight	1	0.557
223.5	1	ICS	BlueLeft	1	0.782
229	1	ICNS	BlueLeft	1	0.919
233.5	1	ICNS	BlueLeft	1	0.801
238	1	CS	RedLeft	1	0.908
242.5	1	CNS	RedRight	1	0.758
245	1	ICS	BlueLeft	0	1.052
250.5	1	ICNS	BlueRight	1	1.068
256	1	CS	RedRight	1	0.775
258.5	1	CNS	RedLeft	1	0.623
262	1	CNS	RedRight	1	0.469
267.5	1	ICS	BlueRight	1	0.66
272	1	ICNS	BlueRight	0	0.927
275.5	1	CS	RedRight	1	0.541
280	1	CNS	RedLeft	1	0.711
284.5	1	ICS	BlueLeft	1	0.906
287	1	CS	RedRight	1	1.408
292.5	1	CNS	RedRight	1	0.466
298	1	ICS	BlueRight	1	0.554
303.5	1	ICNS	BlueLeft	1	0.722
307	1	ICNS	BlueRight	1	0.832
311.5	1	CS	RedLeft	1	0.705
317	1	CNS	RedRight	1	1.23
320.5	1	ICS	BlueLeft	1	0.711
324	1	CS	RedRight	1	0.741
