onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.471
12	1	ICNS	BlueLeft	1	0.589
14.5	1	CS	RedLeft	1	0.478
17	1	ICS	BlueLeft	1	0.518
20.5	1	ICNS	BlueRight	1	0.548
24	1	CS	RedLeft	1	0.498
27.5	1	CNS	RedLeft	1	0.447
31	1	ICS	BlueRight	1	0.445
36.5	1	ICNS	BlueLeft	1	0.645
41	1	CS	RedRight	1	0.479
44.5	1	CNS	RedRight	1	0.605
50	1	ICS	BlueRight	1	0.405
52.5	1	CS	RedLeft	1	0.525
56	1	CNS	RedLeft	1	0.395
58.5	1	CNS	RedRight	1	0.452
62	1	ICS	BlueRight	1	0.401
67.5	1	CS	RedRight	1	0.528
71	1	CNS	RedLeft	1	0.47
75.5	1	ICS	BlueRight	1	0.512
78	1	ICNS	BlueLeft	1	0.545
80.5	1	ICNS	BlueRight	1	0.49
83	1	CS	RedRight	1	0.546
86.5	1	CNS	RedLeft	1	0.568
91	1	ICS	BlueLeft	1	0.459
96.5	1	CS	RedLeft	1	0.434
99	1	CNS	RedLeft	1	0.443
104.5	1	CNS	RedRight	1	0.531
110	1	ICS	BlueRight	1	0.507
114.5	1	ICNS	BlueRight	1	0.437
117	1	ICNS	BlueLeft	1	0.534
119.5	1	CS	RedRight	1	0.631
125	1	CNS	RedLeft	1	0.446
130.5	1	ICS	BlueRight	1	0.469
134	1	ICNS	BlueRight	1	0.395
137.5	1	CS	RedLeft	0	0.504
140	1	CNS	RedRight	1	0.641
145.5	1	ICS	BlueLeft	1	0.576
150	1	ICNS	BlueLeft	1	0.491
152.5	1	ICNS	BlueLeft	1	0.471
157	1	CS	RedLeft	1	0.503
159.5	1	CNS	RedLeft	1	0.375
164	1	ICS	BlueLeft	1	0.442
168.5	1	ICNS	BlueLeft	1	0.533
173	1	ICNS	BlueRight	1	0.544
176.5	1	CS	RedLeft	1	0.509
180	1	CNS	RedLeft	1	0.395
182.5	1	ICS	BlueLeft	1	0.572
187	1	ICNS	BlueRight	1	0.534
189.5	1	CS	RedRight	1	0.591
195	1	ICS	BlueLeft	1	0.567
197.5	1	ICNS	BlueRight	1	0.495
200	1	CS	RedRight	1	0.568
204.5	1	CNS	RedRight	1	0.442
210	1	ICS	BlueRight	1	0.537
213.5	1	CS	RedLeft	1	0.528
219	1	CNS	RedRight	1	0.455
223.5	1	ICS	BlueLeft	1	0.537
229	1	ICNS	BlueLeft	1	0.457
233.5	1	ICNS	BlueLeft	1	0.5
238	1	CS	RedLeft	1	0.526
242.5	1	CNS	RedRight	1	0.465
245	1	ICS	BlueLeft	1	0.554
250.5	1	ICNS	BlueRight	1	0.609
256	1	CS	RedRight	1	0.57
258.5	1	CNS	RedLeft	1	0.658
262	1	CNS	RedRight	1	0.44
267.5	1	ICS	BlueRight	1	0.51
272	1	ICNS	BlueRight	1	0.529
275.5	1	CS	RedRight	1	0.495
280	1	CNS	RedLeft	1	0.477
284.5	1	ICS	BlueLeft	1	0.484
287	1	CS	RedRight	1	0.717
292.5	1	CNS	RedRight	1	0.429
298	1	ICS	BlueRight	1	0.556
303.5	1	ICNS	BlueLeft	1	0.548
307	1	ICNS	BlueRight	1	0.457
311.5	1	CS	RedLeft	1	0.485
317	1	CNS	RedRight	1	0.46
320.5	1	ICS	BlueLeft	1	0.506
324	1	CS	RedRight	1	0.544
