onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.572
14	1	CNS	BlueLeft	1	0.452
18.5	1	ICS	RedLeft	1	0.47
23	1	CS	BlueLeft	1	0.449
27.5	1	CNS	BlueRight	1	0.372
33	1	ICS	RedLeft	1	0.436
38.5	1	ICNS	RedLeft	1	0.388
41	1	CS	BlueRight	1	0.596
43.5	1	CNS	BlueLeft	1	0.517
48	1	ICS	RedRight	1	0.415
52.5	1	ICNS	RedRight	1	0.41
56	1	CS	BlueRight	1	0.416
58.5	1	ICS	RedLeft	1	0.416
61	1	ICNS	RedLeft	1	0.376
66.5	1	ICNS	RedRight	1	0.36
70	1	CS	BlueRight	1	0.453
73.5	1	ICS	RedRight	1	0.363
77	1	ICNS	RedLeft	1	0.361
80.5	1	CS	BlueRight	1	0.463
84	1	CNS	BlueLeft	1	0.308
89.5	1	CNS	BlueRight	1	0.372
95	1	ICS	RedRight	1	0.404
98.5	1	ICNS	RedLeft	1	0.417
104	1	CS	BlueLeft	1	0.409
106.5	1	ICS	RedLeft	1	0.417
110	1	ICNS	RedLeft	1	0.367
112.5	1	ICNS	RedRight	1	0.344
116	1	CS	BlueRight	1	0.437
118.5	1	CNS	BlueRight	1	0.374
123	1	CNS	BlueLeft	1	0.385
128.5	1	ICS	RedRight	1	0.463
134	1	ICNS	RedLeft	1	0.408
136.5	1	CS	BlueRight	1	0.512
141	1	CNS	BlueRight	1	0.403
146.5	1	ICS	RedLeft	1	0.411
151	1	ICNS	RedRight	1	0.341
155.5	1	CS	BlueLeft	1	0.448
158	1	CNS	BlueLeft	1	0.4
160.5	1	CNS	BlueLeft	1	0.329
165	1	ICS	RedLeft	1	0.34
168.5	1	ICNS	RedLeft	1	0.354
172	1	CS	BlueLeft	1	0.479
174.5	1	CNS	BlueLeft	1	0.448
179	1	CNS	BlueRight	1	0.483
183.5	1	ICS	RedLeft	1	0.405
188	1	ICNS	RedLeft	1	0.472
190.5	1	CS	BlueLeft	1	0.489
195	1	CNS	BlueRight	1	0.354
200.5	1	ICS	RedRight	1	0.354
203	1	CS	BlueLeft	1	0.459
206.5	1	CNS	BlueRight	1	0.368
210	1	ICS	RedRight	1	0.382
214.5	1	ICNS	RedRight	1	0.489
218	1	CS	BlueRight	1	0.422
223.5	1	ICS	RedLeft	1	0.382
227	1	ICNS	RedRight	1	0.372
232.5	1	CS	BlueLeft	1	0.484
237	1	CNS	BlueLeft	1	0.358
240.5	1	CNS	BlueLeft	1	0.34
244	1	ICS	RedLeft	1	0.394
249.5	1	ICNS	RedRight	1	0.377
253	1	CS	BlueLeft	1	0.447
257.5	1	CNS	BlueRight	1	0.402
263	1	ICS	RedRight	1	0.384
265.5	1	ICNS	RedLeft	1	0.458
270	1	ICNS	RedRight	1	0.324
273.5	1	CS	BlueRight	1	0.466
279	1	CNS	BlueRight	1	0.457
283.5	1	ICS	RedRight	1	0.396
289	1	ICNS	RedLeft	1	0.332
294.5	1	CS	BlueLeft	1	0.403
297	1	ICS	RedRight	1	0.444
299.5	1	ICNS	RedRight	1	0.405
302	1	CS	BlueRight	1	0.374
304.5	1	CNS	BlueLeft	1	0.382
310	1	CNS	BlueRight	1	0.414
313.5	1	ICS	RedLeft	0	0.339
316	1	ICNS	RedRight	1	0.404
320.5	1	CS	BlueLeft	1	0.439
326	1	ICS	RedRight	1	0.398
