onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.612
14	1	CNS	BlueLeft	1	0.348
18.5	1	ICS	RedLeft	1	0.519
23	1	CS	BlueLeft	1	0.474
27.5	1	CNS	BlueRight	1	0.365
33	1	ICS	RedLeft	1	0.557
38.5	1	ICNS	RedLeft	1	0.589
41	1	CS	BlueRight	1	0.741
43.5	1	CNS	BlueLeft	1	0.478
48	1	ICS	RedRight	1	0.56
52.5	1	ICNS	RedRight	1	0.563
56	1	CS	BlueRight	1	0.537
58.5	1	ICS	RedLeft	1	0.546
61	1	ICNS	RedLeft	1	0.57
66.5	1	ICNS	RedRight	1	0.562
70	1	CS	BlueRight	1	0.544
73.5	1	ICS	RedRight	1	0.534
77	1	ICNS	RedLeft	1	0.476
80.5	1	CS	BlueRight	1	0.457
84	1	CNS	BlueLeft	1	0.511
89.5	1	CNS	BlueRight	1	0.578
95	1	ICS	RedRight	1	0.502
98.5	1	ICNS	RedLeft	1	0.588
104	1	CS	BlueLeft	1	0.628
106.5	1	ICS	RedLeft	1	0.757
110	1	ICNS	RedLeft	1	1.121
112.5	1	ICNS	RedRight	1	0.62
116	1	CS	BlueRight	1	0.625
118.5	1	CNS	BlueRight	1	0.594
123	1	CNS	BlueLeft	1	0.772
128.5	1	ICS	RedRight	1	0.519
134	1	ICNS	RedLeft	1	0.476
136.5	1	CS	BlueRight	1	0.564
141	1	CNS	BlueRight	1	0.439
146.5	1	ICS	RedLeft	1	0.559
151	1	ICNS	RedRight	1	0.546
155.5	1	CS	BlueLeft	1	0.741
158	1	CNS	BlueLeft	1	0.669
160.5	1	CNS	BlueLeft	1	0.63
165	1	ICS	RedLeft	1	0.584
168.5	1	ICNS	RedLeft	1	0.494
172	1	CS	BlueLeft	1	0.58
174.5	1	CNS	BlueLeft	1	0.485
179	1	CNS	BlueRight	1	0.544
183.5	1	ICS	RedLeft	1	0.506
188	1	ICNS	RedLeft	1	0.471
190.5	1	CS	BlueLeft	1	0.51
195	1	CNS	BlueRight	1	0.521
200.5	1	ICS	RedRight	1	0.6
203	1	CS	BlueLeft	1	0.617
206.5	1	CNS	BlueRight	1	0.446
210	1	ICS	RedRight	1	0.476
214.5	1	ICNS	RedRight	1	0.455
218	1	CS	BlueRight	1	0.557
223.5	1	ICS	RedLeft	1	0.605
227	1	ICNS	RedRight	1	0.611
232.5	1	CS	BlueLeft	1	0.443
237	1	CNS	BlueLeft	1	0.38
240.5	1	CNS	BlueLeft	0	0
244	1	ICS	RedLeft	1	0.584
249.5	1	ICNS	RedRight	1	0.552
253	1	CS	BlueLeft	1	0.398
257.5	1	CNS	BlueRight	1	0.593
263	1	ICS	RedRight	0	0.449
265.5	1	ICNS	RedLeft	1	0.586
270	1	ICNS	RedRight	1	0.525
273.5	1	CS	BlueRight	1	0.49
279	1	CNS	BlueRight	1	0.393
283.5	1	ICS	RedRight	1	0.564
289	1	ICNS	RedLeft	1	0.628
294.5	1	CS	BlueLeft	1	0.524
297	1	ICS	RedRight	1	0.549
299.5	1	ICNS	RedRight	1	0.501
302	1	CS	BlueRight	1	0.534
304.5	1	CNS	BlueLeft	1	0.503
310	1	CNS	BlueRight	1	0.423
313.5	1	ICS	RedLeft	1	0.58
316	1	ICNS	RedRight	1	0.612
320.5	1	CS	BlueLeft	1	0.56
326	1	ICS	RedRight	1	0.527
