onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.575
12	1	ICNS	BlueLeft	1	0.661
14.5	1	CS	RedLeft	1	0.861
17	1	ICS	BlueLeft	1	0.646
20.5	1	ICNS	BlueRight	1	0.523
24	1	CS	RedLeft	1	0.545
27.5	1	CNS	RedLeft	1	0.479
31	1	ICS	BlueRight	1	0.501
36.5	1	ICNS	BlueLeft	1	0.628
41	1	CS	RedRight	1	0.487
44.5	1	CNS	RedRight	1	0.708
50	1	ICS	BlueRight	1	0.524
52.5	1	CS	RedLeft	1	0.612
56	1	CNS	RedLeft	1	0.498
58.5	1	CNS	RedRight	1	0.522
62	1	ICS	BlueRight	1	0.528
67.5	1	CS	RedRight	1	0.463
71	1	CNS	RedLeft	1	0.453
75.5	1	ICS	BlueRight	1	0.472
78	1	ICNS	BlueLeft	1	0.641
80.5	1	ICNS	BlueRight	1	0.609
83	1	CS	RedRight	1	0.522
86.5	1	CNS	RedLeft	1	0.503
91	1	ICS	BlueLeft	1	0.57
96.5	1	CS	RedLeft	1	0.522
99	1	CNS	RedLeft	1	0.498
104.5	1	CNS	RedRight	1	0.562
110	1	ICS	BlueRight	1	0.538
114.5	1	ICNS	BlueRight	1	0.564
117	1	ICNS	BlueLeft	1	0.757
119.5	1	CS	RedRight	1	0.55
125	1	CNS	RedLeft	1	0.558
130.5	1	ICS	BlueRight	1	0.509
134	1	ICNS	BlueRight	1	0.715
137.5	1	CS	RedLeft	1	0.561
140	1	CNS	RedRight	1	0.609
145.5	1	ICS	BlueLeft	1	0.664
150	1	ICNS	BlueLeft	1	0.571
152.5	1	ICNS	BlueLeft	1	0.547
157	1	CS	RedLeft	1	0.51
159.5	1	CNS	RedLeft	1	0.447
164	1	ICS	BlueLeft	1	0.538
168.5	1	ICNS	BlueLeft	1	0.668
173	1	ICNS	BlueRight	1	0.559
176.5	1	CS	RedLeft	1	0.445
180	1	CNS	RedLeft	1	0.442
182.5	1	ICS	BlueLeft	1	0.595
187	1	ICNS	BlueRight	1	0.549
189.5	1	CS	RedRight	1	0.622
195	1	ICS	BlueLeft	1	0.694
197.5	1	ICNS	BlueRight	1	0.558
200	1	CS	RedRight	1	0.591
204.5	1	CNS	RedRight	1	0.49
210	1	ICS	BlueRight	1	0.513
213.5	1	CS	RedLeft	1	0.455
219	1	CNS	RedRight	1	0.727
223.5	1	ICS	BlueLeft	1	0.65
229	1	ICNS	BlueLeft	1	0.712
233.5	1	ICNS	BlueLeft	1	0.491
238	1	CS	RedLeft	1	0.605
242.5	1	CNS	RedRight	1	0.544
245	1	ICS	BlueLeft	1	0.553
250.5	1	ICNS	BlueRight	1	0.504
256	1	CS	RedRight	1	0.545
258.5	1	CNS	RedLeft	1	0.577
262	1	CNS	RedRight	1	0.423
267.5	1	ICS	BlueRight	1	0.478
272	1	ICNS	BlueRight	1	0.473
275.5	1	CS	RedRight	1	0.438
280	1	CNS	RedLeft	1	0.441
284.5	1	ICS	BlueLeft	1	0.596
287	1	CS	RedRight	1	0.413
292.5	1	CNS	RedRight	1	0.485
298	1	ICS	BlueRight	1	0.484
303.5	1	ICNS	BlueLeft	1	0.612
307	1	ICNS	BlueRight	1	0.482
311.5	1	CS	RedLeft	1	0.524
317	1	CNS	RedRight	1	0.555
320.5	1	ICS	BlueLeft	1	0.601
324	1	CS	RedRight	1	0.486
