onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.501
14	1	CNS	BlueLeft	1	0.789
18.5	1	CNS	BlueRight	1	0.568
23	1	ICS	RedRight	1	0.747
27.5	1	ICNS	RedLeft	1	0.589
33	1	CS	BlueRight	1	0.501
38.5	1	ICS	RedLeft	0	0
41	1	ICNS	RedRight	1	0.742
43.5	1	ICNS	RedLeft	1	0.694
48	1	CS	BlueRight	1	0.497
52.5	1	CNS	BlueRight	1	0.571
56	1	ICS	RedRight	1	0.72
58.5	1	ICNS	RedLeft	1	0.921
61	1	ICNS	RedLeft	1	0.61
66.5	1	CS	BlueRight	1	0.521
70	1	ICS	RedLeft	1	0.495
73.5	1	CS	BlueLeft	1	0.701
77	1	CNS	BlueRight	1	0.595
80.5	1	ICS	RedLeft	1	0.536
84	1	ICNS	RedLeft	1	0.598
89.5	1	CS	BlueRight	1	0.574
95	1	ICS	RedRight	1	0.629
98.5	1	ICNS	RedRight	1	0.627
104	1	CS	BlueRight	1	0.458
106.5	1	CNS	BlueLeft	1	0.818
110	1	ICS	RedLeft	1	0.584
112.5	1	ICNS	RedLeft	1	0.569
116	1	CS	BlueLeft	1	0.558
118.5	1	CNS	BlueLeft	1	0.687
123	1	CNS	BlueLeft	1	0.482
128.5	1	ICS	RedRight	1	0.602
134	1	CS	BlueLeft	1	0.682
136.5	1	CNS	BlueRight	1	0.674
141	1	ICS	RedLeft	1	0.461
146.5	1	ICNS	RedRight	1	0.541
151	1	ICNS	RedLeft	1	0.513
155.5	1	CS	BlueLeft	1	0.657
158	1	CNS	BlueLeft	1	0.666
160.5	1	CNS	BlueRight	1	0.507
165	1	ICS	RedRight	1	0.533
168.5	1	ICNS	RedRight	1	0.619
172	1	CS	BlueRight	1	0.497
174.5	1	ICS	RedRight	1	0.561
179	1	CS	BlueLeft	1	0.692
183.5	1	CNS	BlueLeft	1	0.479
188	1	CNS	BlueRight	1	0.577
190.5	1	ICS	RedRight	1	0.57
195	1	ICNS	RedLeft	1	0.557
200.5	1	CS	BlueRight	1	0.509
203	1	CNS	BlueRight	1	0.492
206.5	1	ICS	RedRight	1	0.522
210	1	CS	BlueLeft	1	0.552
214.5	1	CNS	BlueLeft	1	0.478
218	1	CNS	BlueLeft	1	0.432
223.5	1	ICS	RedLeft	1	0.608
227	1	ICNS	RedRight	1	0.621
232.5	1	CS	BlueLeft	1	0.477
237	1	CNS	BlueLeft	1	0.48
240.5	1	ICS	RedLeft	1	0.542
244	1	ICNS	RedRight	1	0.563
249.5	1	CS	BlueRight	1	0.571
253	1	CNS	BlueLeft	1	0.472
257.5	1	ICS	RedLeft	1	0.499
263	1	ICNS	RedRight	1	0.538
265.5	1	CS	BlueRight	1	0.731
270	1	ICS	RedLeft	1	0.414
273.5	1	ICNS	RedRight	1	0.501
279	1	ICNS	RedLeft	1	0.587
283.5	1	CS	BlueRight	1	0.558
289	1	CNS	BlueRight	1	0.526
294.5	1	ICS	RedRight	1	0.486
297	1	ICNS	RedRight	1	0.534
299.5	1	CS	BlueLeft	0	0.487
302	1	CNS	BlueRight	1	0.526
304.5	1	CNS	BlueRight	1	0.45
310	1	ICS	RedRight	1	0.567
313.5	1	ICNS	RedLeft	1	0.781
316	1	ICNS	RedRight	1	0.461
320.5	1	CS	BlueLeft	1	0.624
326	1	ICS	RedLeft	1	0.544
