onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	1	0.623
14	1	ICNS	BlueLeft	1	0.687
18.5	1	ICNS	BlueRight	1	0.689
23	1	CS	RedRight	1	0.693
27.5	1	CNS	RedLeft	1	0.664
33	1	ICS	BlueRight	1	0.648
38.5	1	CS	RedLeft	0	0.679
41	1	CNS	RedRight	1	0.968
43.5	1	CNS	RedLeft	1	0.737
48	1	ICS	BlueRight	1	0.724
52.5	1	ICNS	BlueRight	1	0.726
56	1	CS	RedRight	1	0.683
58.5	1	CNS	RedLeft	1	0.74
61	1	CNS	RedLeft	1	0.781
66.5	1	ICS	BlueRight	1	0.653
70	1	CS	RedLeft	1	0.667
73.5	1	ICS	BlueLeft	1	0.602
77	1	ICNS	BlueRight	1	0.63
80.5	1	CS	RedLeft	1	0.59
84	1	CNS	RedLeft	1	0.594
89.5	1	ICS	BlueRight	1	0.658
95	1	CS	RedRight	1	0.633
98.5	1	CNS	RedRight	1	0.671
104	1	ICS	BlueRight	1	0.71
106.5	1	ICNS	BlueLeft	1	0.815
110	1	CS	RedLeft	1	0.709
112.5	1	CNS	RedLeft	1	0.71
116	1	ICS	BlueLeft	1	0.734
118.5	1	ICNS	BlueLeft	1	0.604
123	1	ICNS	BlueLeft	1	0.599
128.5	1	CS	RedRight	1	0.959
134	1	ICS	BlueLeft	1	0.655
136.5	1	ICNS	BlueRight	1	0.767
141	1	CS	RedLeft	1	0.673
146.5	1	CNS	RedRight	1	0.81
151	1	CNS	RedLeft	1	0.7
155.5	1	ICS	BlueLeft	1	0.711
158	1	ICNS	BlueLeft	1	0.776
160.5	1	ICNS	BlueRight	1	0.913
165	1	CS	RedRight	1	0.636
168.5	1	CNS	RedRight	1	0.626
172	1	ICS	BlueRight	1	0.759
174.5	1	CS	RedRight	1	0.73
179	1	ICS	BlueLeft	1	1.064
183.5	1	ICNS	BlueLeft	1	0.645
188	1	ICNS	BlueRight	1	0.736
190.5	1	CS	RedRight	1	0.752
195	1	CNS	RedLeft	1	0.675
200.5	1	ICS	BlueRight	1	0.651
203	1	ICNS	BlueRight	1	0.812
206.5	1	CS	RedRight	1	0.69
210	1	ICS	BlueLeft	1	0.776
214.5	1	ICNS	BlueLeft	1	0.986
218	1	ICNS	BlueLeft	1	0.719
223.5	1	CS	RedLeft	1	0.607
227	1	CNS	RedRight	1	0.695
232.5	1	ICS	BlueLeft	1	0.653
237	1	ICNS	BlueLeft	1	0.776
240.5	1	CS	RedLeft	1	0.614
244	1	CNS	RedRight	1	0.733
249.5	1	ICS	BlueRight	1	0.547
253	1	ICNS	BlueLeft	1	0.866
257.5	1	CS	RedLeft	1	0.74
263	1	CNS	RedRight	1	0.588
265.5	1	ICS	BlueRight	1	0.708
270	1	CS	RedLeft	1	0.894
273.5	1	CNS	RedRight	1	0.782
279	1	CNS	RedLeft	1	0.653
283.5	1	ICS	BlueRight	1	0.703
289	1	ICNS	BlueRight	1	0.543
294.5	1	CS	RedRight	1	0.903
297	1	CNS	RedRight	1	1.165
299.5	1	ICS	BlueLeft	1	0.808
302	1	ICNS	BlueRight	1	1.254
304.5	1	ICNS	BlueRight	1	0.666
310	1	CS	RedRight	1	0.457
313.5	1	CNS	RedLeft	1	0.583
316	1	CNS	RedRight	1	0.751
320.5	1	ICS	BlueLeft	1	0.586
326	1	CS	RedLeft	1	0.563
