onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.541
12	1	ICNS	BlueLeft	1	0.523
14.5	1	CS	RedLeft	1	0.708
17	1	ICS	BlueLeft	1	0.589
20.5	1	ICNS	BlueRight	1	0.57
24	1	CS	RedLeft	1	0.544
27.5	1	CNS	RedLeft	1	0.518
31	1	ICS	BlueRight	1	0.524
36.5	1	ICNS	BlueLeft	1	0.572
41	1	CS	RedRight	1	0.75
44.5	1	CNS	RedRight	1	0.556
50	1	ICS	BlueRight	1	0.739
52.5	1	CS	RedLeft	1	0.98
56	1	CNS	RedLeft	1	0.554
58.5	1	CNS	RedRight	1	0.547
62	1	ICS	BlueRight	1	0.64
67.5	1	CS	RedRight	1	0.68
71	1	CNS	RedLeft	1	0.51
75.5	1	ICS	BlueRight	1	0.537
78	1	ICNS	BlueLeft	1	0.586
80.5	1	ICNS	BlueRight	1	0.594
83	1	CS	RedRight	1	0.619
86.5	1	CNS	RedLeft	1	0.505
91	1	ICS	BlueLeft	1	0.715
96.5	1	CS	RedLeft	1	0.5
99	1	CNS	RedLeft	1	1.289
104.5	1	CNS	RedRight	1	0.451
110	1	ICS	BlueRight	1	0.491
114.5	1	ICNS	BlueRight	1	0.55
117	1	ICNS	BlueLeft	1	0.631
119.5	1	CS	RedRight	1	0.583
125	1	CNS	RedLeft	1	0.528
130.5	1	ICS	BlueRight	0	0.544
134	1	ICNS	BlueRight	1	0.486
137.5	1	CS	RedLeft	1	0.651
140	1	CNS	RedRight	1	0.635
145.5	1	ICS	BlueLeft	1	0.651
150	1	ICNS	BlueLeft	1	0.558
152.5	1	ICNS	BlueLeft	1	0.807
157	1	CS	RedLeft	1	0.881
159.5	1	CNS	RedLeft	1	0.658
164	1	ICS	BlueLeft	1	0.637
168.5	1	ICNS	BlueLeft	1	0.776
173	1	ICNS	BlueRight	1	0.514
176.5	1	CS	RedLeft	1	0.712
180	1	CNS	RedLeft	1	0.478
182.5	1	ICS	BlueLeft	1	0.759
187	1	ICNS	BlueRight	1	0.457
189.5	1	CS	RedRight	1	0.858
195	1	ICS	BlueLeft	1	0.649
197.5	1	ICNS	BlueRight	1	0.794
200	1	CS	RedRight	1	0.627
204.5	1	CNS	RedRight	1	0.55
210	1	ICS	BlueRight	1	0.79
213.5	1	CS	RedLeft	1	0.652
219	1	CNS	RedRight	0	0.708
223.5	1	ICS	BlueLeft	1	0.63
229	1	ICNS	BlueLeft	1	0.806
233.5	1	ICNS	BlueLeft	1	0.592
238	1	CS	RedLeft	1	0.827
242.5	1	CNS	RedRight	1	0.734
245	1	ICS	BlueLeft	1	0.871
250.5	1	ICNS	BlueRight	1	0.879
256	1	CS	RedRight	1	0.695
258.5	1	CNS	RedLeft	1	0.911
262	1	CNS	RedRight	1	0.533
267.5	1	ICS	BlueRight	1	0.748
272	1	ICNS	BlueRight	1	1.132
275.5	1	CS	RedRight	1	0.709
280	1	CNS	RedLeft	1	1.221
284.5	1	ICS	BlueLeft	1	0.563
287	1	CS	RedRight	1	0.667
292.5	1	CNS	RedRight	1	0.765
298	1	ICS	BlueRight	1	0.644
303.5	1	ICNS	BlueLeft	1	0.531
307	1	ICNS	BlueRight	1	0.617
311.5	1	CS	RedLeft	1	0.635
317	1	CNS	RedRight	1	0.675
320.5	1	ICS	BlueLeft	1	0.657
324	1	CS	RedRight	1	0.766
