onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.595
14	1	CNS	BlueLeft	1	0.499
18.5	1	ICS	RedLeft	1	0.645
23	1	CS	BlueLeft	1	0.512
27.5	1	CNS	BlueRight	1	0.482
33	1	ICS	RedLeft	1	0.627
38.5	1	ICNS	RedLeft	1	0.546
41	1	CS	BlueRight	1	0.555
43.5	1	CNS	BlueLeft	1	0.627
48	1	ICS	RedRight	1	0.598
52.5	1	ICNS	RedRight	1	0.505
56	1	CS	BlueRight	1	0.558
58.5	1	ICS	RedLeft	1	0.727
61	1	ICNS	RedLeft	1	0.576
66.5	1	ICNS	RedRight	1	0.494
70	1	CS	BlueRight	1	0.581
73.5	1	ICS	RedRight	1	0.506
77	1	ICNS	RedLeft	1	0.784
80.5	1	CS	BlueRight	1	0.781
84	1	CNS	BlueLeft	1	0.531
89.5	1	CNS	BlueRight	1	0.635
95	1	ICS	RedRight	1	0.506
98.5	1	ICNS	RedLeft	1	0.632
104	1	CS	BlueLeft	1	0.528
106.5	1	ICS	RedLeft	1	0.64
110	1	ICNS	RedLeft	1	0.542
112.5	1	ICNS	RedRight	1	0.751
116	1	CS	BlueRight	1	0.604
118.5	1	CNS	BlueRight	1	0.557
123	1	CNS	BlueLeft	1	0.736
128.5	1	ICS	RedRight	1	0.608
134	1	ICNS	RedLeft	1	0.647
136.5	1	CS	BlueRight	1	0.591
141	1	CNS	BlueRight	1	0.57
146.5	1	ICS	RedLeft	1	0.697
151	1	ICNS	RedRight	1	0.444
155.5	1	CS	BlueLeft	1	0.727
158	1	CNS	BlueLeft	1	0.503
160.5	1	CNS	BlueLeft	1	0.416
165	1	ICS	RedLeft	1	0.683
168.5	1	ICNS	RedLeft	1	0.56
172	1	CS	BlueLeft	1	0.59
174.5	1	CNS	BlueLeft	1	0.471
179	1	CNS	BlueRight	1	0.474
183.5	1	ICS	RedLeft	1	0.596
188	1	ICNS	RedLeft	1	0.639
190.5	1	CS	BlueLeft	1	0.567
195	1	CNS	BlueRight	0	0.578
200.5	1	ICS	RedRight	1	0.594
203	1	CS	BlueLeft	1	0.65
206.5	1	CNS	BlueRight	1	0.583
210	1	ICS	RedRight	1	0.533
214.5	1	ICNS	RedRight	1	0.465
218	1	CS	BlueRight	1	0.581
223.5	1	ICS	RedLeft	1	0.661
227	1	ICNS	RedRight	1	0.474
232.5	1	CS	BlueLeft	1	0.837
237	1	CNS	BlueLeft	1	0.613
240.5	1	CNS	BlueLeft	1	0.547
244	1	ICS	RedLeft	1	0.6
249.5	1	ICNS	RedRight	1	0.56
253	1	CS	BlueLeft	1	0.574
257.5	1	CNS	BlueRight	1	0.625
263	1	ICS	RedRight	1	0.536
265.5	1	ICNS	RedLeft	1	0.849
270	1	ICNS	RedRight	1	0.587
273.5	1	CS	BlueRight	1	0.584
279	1	CNS	BlueRight	1	0.568
283.5	1	ICS	RedRight	1	0.619
289	1	ICNS	RedLeft	1	0.691
294.5	1	CS	BlueLeft	1	1.047
297	1	ICS	RedRight	1	0.627
299.5	1	ICNS	RedRight	1	0.548
302	1	CS	BlueRight	1	0.676
304.5	1	CNS	BlueLeft	1	0.575
310	1	CNS	BlueRight	1	0.5
313.5	1	ICS	RedLeft	1	0.698
316	1	ICNS	RedRight	1	0.619
320.5	1	CS	BlueLeft	1	0.542
326	1	ICS	RedRight	1	0.517
