onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	1	0.664
14	1	ICNS	BlueLeft	1	0.551
18.5	1	ICNS	BlueRight	1	0.658
23	1	CS	RedRight	1	0.509
27.5	1	CNS	RedLeft	1	0.472
33	1	ICS	BlueRight	1	0.455
38.5	1	CS	RedLeft	1	0.543
41	1	CNS	RedRight	1	0.792
43.5	1	CNS	RedLeft	1	0.44
48	1	ICS	BlueRight	1	0.45
52.5	1	ICNS	BlueRight	1	0.653
56	1	CS	RedRight	1	0.667
58.5	1	CNS	RedLeft	1	0.555
61	1	CNS	RedLeft	1	0.564
66.5	1	ICS	BlueRight	1	0.443
70	1	CS	RedLeft	1	0.401
73.5	1	ICS	BlueLeft	0	0.423
77	1	ICNS	BlueRight	1	0.517
80.5	1	CS	RedLeft	1	0.443
84	1	CNS	RedLeft	1	0.44
89.5	1	ICS	BlueRight	1	0.456
95	1	CS	RedRight	1	0.471
98.5	1	CNS	RedRight	1	0.452
104	1	ICS	BlueRight	1	0.5
106.5	1	ICNS	BlueLeft	1	0.581
110	1	CS	RedLeft	1	0.482
112.5	1	CNS	RedLeft	1	0.403
116	1	ICS	BlueLeft	1	0.481
118.5	1	ICNS	BlueLeft	1	0.506
123	1	ICNS	BlueLeft	1	0.516
128.5	1	CS	RedRight	1	0.572
134	1	ICS	BlueLeft	1	0.491
136.5	1	ICNS	BlueRight	1	0.507
141	1	CS	RedLeft	1	0.623
146.5	1	CNS	RedRight	1	0.526
151	1	CNS	RedLeft	1	0.489
155.5	1	ICS	BlueLeft	1	0.508
158	1	ICNS	BlueLeft	1	0.532
160.5	1	ICNS	BlueRight	1	0.501
165	1	CS	RedRight	1	0.432
168.5	1	CNS	RedRight	1	0.421
172	1	ICS	BlueRight	1	0.587
174.5	1	CS	RedRight	1	0.572
179	1	ICS	BlueLeft	1	0.542
183.5	1	ICNS	BlueLeft	1	0.472
188	1	ICNS	BlueRight	1	0.571
190.5	1	CS	RedRight	1	0.732
195	1	CNS	RedLeft	1	0.463
200.5	1	ICS	BlueRight	1	0.387
203	1	ICNS	BlueRight	1	0.519
206.5	1	CS	RedRight	1	0.709
210	1	ICS	BlueLeft	1	0.554
214.5	1	ICNS	BlueLeft	1	0.493
218	1	ICNS	BlueLeft	1	0.45
223.5	1	CS	RedLeft	1	0.69
227	1	CNS	RedRight	1	0.391
232.5	1	ICS	BlueLeft	1	0.551
237	1	ICNS	BlueLeft	1	0.666
240.5	1	CS	RedLeft	1	0.599
244	1	CNS	RedRight	1	0.597
249.5	1	ICS	BlueRight	1	0.565
253	1	ICNS	BlueLeft	1	0.546
257.5	1	CS	RedLeft	1	0.533
263	1	CNS	RedRight	1	0.476
265.5	1	ICS	BlueRight	1	0.621
270	1	CS	RedLeft	1	0.424
273.5	1	CNS	RedRight	1	0.501
279	1	CNS	RedLeft	1	0.685
283.5	1	ICS	BlueRight	1	0.408
289	1	ICNS	BlueRight	1	0.496
294.5	1	CS	RedRight	1	0.439
297	1	CNS	RedRight	1	0.376
299.5	1	ICS	BlueLeft	1	0.529
302	1	ICNS	BlueRight	0	0.521
304.5	1	ICNS	BlueRight	1	0.514
310	1	CS	RedRight	0	0.529
313.5	1	CNS	RedLeft	0	0.414
316	1	CNS	RedRight	1	0.623
320.5	1	ICS	BlueLeft	1	0.586
326	1	CS	RedLeft	1	0.482
