onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	1	0.48
14	1	ICNS	BlueLeft	1	0.409
18.5	1	ICNS	BlueRight	1	0.659
23	1	CS	RedRight	1	0.438
27.5	1	CNS	RedLeft	1	0.562
33	1	ICS	BlueRight	0	0.394
38.5	1	CS	RedLeft	1	0.472
41	1	CNS	RedRight	1	0.545
43.5	1	CNS	RedLeft	1	0.473
48	1	ICS	BlueRight	1	0.42
52.5	1	ICNS	BlueRight	1	0.559
56	1	CS	RedRight	1	0.588
58.5	1	CNS	RedLeft	1	0.429
61	1	CNS	RedLeft	1	0.541
66.5	1	ICS	BlueRight	0	0.661
70	1	CS	RedLeft	1	0.491
73.5	1	ICS	BlueLeft	1	0.457
77	1	ICNS	BlueRight	1	0.518
80.5	1	CS	RedLeft	1	0.5
84	1	CNS	RedLeft	1	0.537
89.5	1	ICS	BlueRight	1	0.665
95	1	CS	RedRight	1	0.632
98.5	1	CNS	RedRight	1	0.486
104	1	ICS	BlueRight	1	0.558
106.5	1	ICNS	BlueLeft	1	0.574
110	1	CS	RedLeft	1	0.644
112.5	1	CNS	RedLeft	1	0.621
116	1	ICS	BlueLeft	1	0.437
118.5	1	ICNS	BlueLeft	1	0.531
123	1	ICNS	BlueLeft	1	0.413
128.5	1	CS	RedRight	1	0.693
134	1	ICS	BlueLeft	1	0.541
136.5	1	ICNS	BlueRight	1	0.677
141	1	CS	RedLeft	1	0.632
146.5	1	CNS	RedRight	1	0.648
151	1	CNS	RedLeft	1	0.538
155.5	1	ICS	BlueLeft	1	0.509
158	1	ICNS	BlueLeft	1	0.629
160.5	1	ICNS	BlueRight	1	0.581
165	1	CS	RedRight	1	0.512
168.5	1	CNS	RedRight	1	0.39
172	1	ICS	BlueRight	1	0.516
174.5	1	CS	RedRight	1	0.54
179	1	ICS	BlueLeft	1	0.559
183.5	1	ICNS	BlueLeft	1	0.402
188	1	ICNS	BlueRight	1	0.597
190.5	1	CS	RedRight	1	0.725
195	1	CNS	RedLeft	1	0.416
200.5	1	ICS	BlueRight	0	0.359
203	1	ICNS	BlueRight	1	0.456
206.5	1	CS	RedRight	1	0.581
210	1	ICS	BlueLeft	1	0.603
214.5	1	ICNS	BlueLeft	1	0.47
218	1	ICNS	BlueLeft	1	0.499
223.5	1	CS	RedLeft	1	0.755
227	1	CNS	RedRight	1	0.529
232.5	1	ICS	BlueLeft	1	0.761
237	1	ICNS	BlueLeft	1	0.506
240.5	1	CS	RedLeft	1	0.624
244	1	CNS	RedRight	1	0.51
249.5	1	ICS	BlueRight	1	0.576
253	1	ICNS	BlueLeft	1	0.635
257.5	1	CS	RedLeft	1	0.526
263	1	CNS	RedRight	1	0.534
265.5	1	ICS	BlueRight	1	0.623
270	1	CS	RedLeft	1	0.57
273.5	1	CNS	RedRight	1	0.614
279	1	CNS	RedLeft	1	0.462
283.5	1	ICS	BlueRight	1	0.505
289	1	ICNS	BlueRight	1	0.46
294.5	1	CS	RedRight	1	0.648
297	1	CNS	RedRight	1	0.521
299.5	1	ICS	BlueLeft	1	0.715
302	1	ICNS	BlueRight	1	0.523
304.5	1	ICNS	BlueRight	1	0.435
310	1	CS	RedRight	1	0.546
313.5	1	CNS	RedLeft	1	0.44
316	1	CNS	RedRight	1	0.64
320.5	1	ICS	BlueLeft	1	0.491
326	1	CS	RedLeft	1	0.555
