onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.526
14	1	CNS	BlueLeft	1	0.477
18.5	1	CNS	BlueRight	1	0.528
23	1	ICS	RedRight	1	0.634
27.5	1	ICNS	RedLeft	1	0.541
33	1	CS	BlueRight	1	0.612
38.5	1	ICS	RedLeft	1	0.5
41	1	ICNS	RedRight	1	0.62
43.5	1	ICNS	RedLeft	1	0.494
48	1	CS	BlueRight	1	0.472
52.5	1	CNS	BlueRight	1	0.499
56	1	ICS	RedRight	1	0.505
58.5	1	ICNS	RedLeft	1	0.529
61	1	ICNS	RedLeft	1	0.53
66.5	1	CS	BlueRight	1	0.457
70	1	ICS	RedLeft	1	0.551
73.5	1	CS	BlueLeft	1	0.636
77	1	CNS	BlueRight	1	0.506
80.5	1	ICS	RedLeft	1	0.511
84	1	ICNS	RedLeft	1	0.445
89.5	1	CS	BlueRight	1	0.533
95	1	ICS	RedRight	1	0.5
98.5	1	ICNS	RedRight	1	0.45
104	1	CS	BlueRight	1	0.538
106.5	1	CNS	BlueLeft	1	0.555
110	1	ICS	RedLeft	1	0.481
112.5	1	ICNS	RedLeft	1	0.441
116	1	CS	BlueLeft	1	0.543
118.5	1	CNS	BlueLeft	1	0.383
123	1	CNS	BlueLeft	1	0.425
128.5	1	ICS	RedRight	1	0.537
134	1	CS	BlueLeft	1	0.553
136.5	1	CNS	BlueRight	1	0.449
141	1	ICS	RedLeft	1	0.588
146.5	1	ICNS	RedRight	1	0.532
151	1	ICNS	RedLeft	1	0.519
155.5	1	CS	BlueLeft	1	0.521
158	1	CNS	BlueLeft	1	0.378
160.5	1	CNS	BlueRight	1	0.411
165	1	ICS	RedRight	1	0.501
168.5	1	ICNS	RedRight	1	0.483
172	1	CS	BlueRight	1	0.568
174.5	1	ICS	RedRight	1	0.504
179	1	CS	BlueLeft	1	0.683
183.5	1	CNS	BlueLeft	1	0.405
188	1	CNS	BlueRight	1	0.416
190.5	1	ICS	RedRight	1	0.521
195	1	ICNS	RedLeft	1	0.548
200.5	1	CS	BlueRight	1	0.484
203	1	CNS	BlueRight	1	0.372
206.5	1	ICS	RedRight	1	0.49
210	1	CS	BlueLeft	1	0.528
214.5	1	CNS	BlueLeft	1	0.395
218	1	CNS	BlueLeft	1	0.464
223.5	1	ICS	RedLeft	1	0.519
227	1	ICNS	RedRight	1	0.517
232.5	1	CS	BlueLeft	1	0.516
237	1	CNS	BlueLeft	1	0.415
240.5	1	ICS	RedLeft	1	0.484
244	1	ICNS	RedRight	1	0.682
249.5	1	CS	BlueRight	1	0.579
253	1	CNS	BlueLeft	1	0.584
257.5	1	ICS	RedLeft	1	0.515
263	1	ICNS	RedRight	1	0.418
265.5	1	CS	BlueRight	1	0.515
270	1	ICS	RedLeft	1	0.485
273.5	1	ICNS	RedRight	1	0.491
279	1	ICNS	RedLeft	1	0.482
283.5	1	CS	BlueRight	1	0.453
289	1	CNS	BlueRight	1	0.445
294.5	1	ICS	RedRight	1	0.468
297	1	ICNS	RedRight	1	0.398
299.5	1	CS	BlueLeft	1	0.574
302	1	CNS	BlueRight	1	0.519
304.5	1	CNS	BlueRight	1	0.351
310	1	ICS	RedRight	1	0.471
313.5	1	ICNS	RedLeft	1	0.524
316	1	ICNS	RedRight	1	0.438
320.5	1	CS	BlueLeft	1	0.575
326	1	ICS	RedLeft	1	0.615
