onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	1	0.638
14	1	ICNS	BlueLeft	0	0.462
18.5	1	ICNS	BlueRight	1	0.561
23	1	CS	RedRight	1	0.507
27.5	1	CNS	RedLeft	1	0.59
33	1	ICS	BlueRight	1	0.534
38.5	1	CS	RedLeft	0	0.532
41	1	CNS	RedRight	1	0.621
43.5	1	CNS	RedLeft	1	0.582
48	1	ICS	BlueRight	1	0.392
52.5	1	ICNS	BlueRight	1	0.62
56	1	CS	RedRight	1	0.585
58.5	1	CNS	RedLeft	1	0.618
61	1	CNS	RedLeft	1	0.626
66.5	1	ICS	BlueRight	1	0.554
70	1	CS	RedLeft	1	0.6
73.5	1	ICS	BlueLeft	0	0.405
77	1	ICNS	BlueRight	1	0.602
80.5	1	CS	RedLeft	1	0.536
84	1	CNS	RedLeft	1	0.558
89.5	1	ICS	BlueRight	1	0.541
95	1	CS	RedRight	0	0.477
98.5	1	CNS	RedRight	1	0.523
104	1	ICS	BlueRight	1	0.595
106.5	1	ICNS	BlueLeft	1	0.516
110	1	CS	RedLeft	1	0.433
112.5	1	CNS	RedLeft	1	0.489
116	1	ICS	BlueLeft	1	0.623
118.5	1	ICNS	BlueLeft	0	0.535
123	1	ICNS	BlueLeft	1	0.682
128.5	1	CS	RedRight	1	0.61
134	1	ICS	BlueLeft	1	0.554
136.5	1	ICNS	BlueRight	1	0.666
141	1	CS	RedLeft	1	0.685
146.5	1	CNS	RedRight	1	0.477
151	1	CNS	RedLeft	1	0.463
155.5	1	ICS	BlueLeft	1	0.809
158	1	ICNS	BlueLeft	1	0.45
160.5	1	ICNS	BlueRight	1	0.691
165	1	CS	RedRight	1	0.373
168.5	1	CNS	RedRight	1	0.507
172	1	ICS	BlueRight	1	0.665
174.5	1	CS	RedRight	1	0.553
179	1	ICS	BlueLeft	1	0.524
183.5	1	ICNS	BlueLeft	1	0.575
188	1	ICNS	BlueRight	1	0.601
190.5	1	CS	RedRight	1	0.553
195	1	CNS	RedLeft	1	0.748
200.5	1	ICS	BlueRight	1	0.524
203	1	ICNS	BlueRight	1	0.557
206.5	1	CS	RedRight	1	0.578
210	1	ICS	BlueLeft	1	0.616
214.5	1	ICNS	BlueLeft	1	0.491
218	1	ICNS	BlueLeft	1	0.584
223.5	1	CS	RedLeft	1	0.593
227	1	CNS	RedRight	1	0.541
232.5	1	ICS	BlueLeft	1	0.509
237	1	ICNS	BlueLeft	1	0.831
240.5	1	CS	RedLeft	1	0.597
244	1	CNS	RedRight	1	0.435
249.5	1	ICS	BlueRight	0	0.595
253	1	ICNS	BlueLeft	1	0.544
257.5	1	CS	RedLeft	1	0.787
263	1	CNS	RedRight	1	0.419
265.5	1	ICS	BlueRight	0	0.635
270	1	CS	RedLeft	1	0.734
273.5	1	CNS	RedRight	1	0.477
279	1	CNS	RedLeft	1	0.531
283.5	1	ICS	BlueRight	1	0.494
289	1	ICNS	BlueRight	1	0.614
294.5	1	CS	RedRight	1	0.669
297	1	CNS	RedRight	1	0.446
299.5	1	ICS	BlueLeft	1	0.767
302	1	ICNS	BlueRight	1	0.616
304.5	1	ICNS	BlueRight	0	0.567
310	1	CS	RedRight	1	0.631
313.5	1	CNS	RedLeft	1	0.661
316	1	CNS	RedRight	1	0.565
320.5	1	ICS	BlueLeft	1	0.496
326	1	CS	RedLeft	1	0.504
