onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.406
14	1	CNS	BlueLeft	1	0.438
18.5	1	CNS	BlueRight	1	0.481
23	1	ICS	RedRight	1	0.468
27.5	1	ICNS	RedLeft	1	0.439
33	1	CS	BlueRight	1	0.399
38.5	1	ICS	RedLeft	1	0.495
41	1	ICNS	RedRight	1	0.471
43.5	1	ICNS	RedLeft	1	0.424
48	1	CS	BlueRight	1	0.37
52.5	1	CNS	BlueRight	1	0.397
56	1	ICS	RedRight	1	0.531
58.5	1	ICNS	RedLeft	1	0.476
61	1	ICNS	RedLeft	1	0.404
66.5	1	CS	BlueRight	1	0.356
70	1	ICS	RedLeft	1	0.482
73.5	1	CS	BlueLeft	1	0.456
77	1	CNS	BlueRight	1	0.406
80.5	1	ICS	RedLeft	1	0.556
84	1	ICNS	RedLeft	1	0.41
89.5	1	CS	BlueRight	1	0.456
95	1	ICS	RedRight	1	0.496
98.5	1	ICNS	RedRight	1	0.382
104	1	CS	BlueRight	1	0.446
106.5	1	CNS	BlueLeft	1	0.406
110	1	ICS	RedLeft	1	0.436
112.5	1	ICNS	RedLeft	1	0.406
116	1	CS	BlueLeft	1	0.475
118.5	1	CNS	BlueLeft	1	0.38
123	1	CNS	BlueLeft	1	0.55
128.5	1	ICS	RedRight	1	0.429
134	1	CS	BlueLeft	1	0.398
136.5	1	CNS	BlueRight	1	0.478
141	1	ICS	RedLeft	1	0.441
146.5	1	ICNS	RedRight	1	0.529
151	1	ICNS	RedLeft	1	0.564
155.5	1	CS	BlueLeft	1	0.391
158	1	CNS	BlueLeft	1	0.568
160.5	1	CNS	BlueRight	1	0.407
165	1	ICS	RedRight	1	0.442
168.5	1	ICNS	RedRight	1	0.432
172	1	CS	BlueRight	1	0.59
174.5	1	ICS	RedRight	1	0.447
179	1	CS	BlueLeft	1	0.465
183.5	1	CNS	BlueLeft	1	0.364
188	1	CNS	BlueRight	1	0.368
190.5	1	ICS	RedRight	1	0.432
195	1	ICNS	RedLeft	1	0.427
200.5	1	CS	BlueRight	1	0.426
203	1	CNS	BlueRight	1	0.579
206.5	1	ICS	RedRight	1	0.473
210	1	CS	BlueLeft	1	0.438
214.5	1	CNS	BlueLeft	1	0.409
218	1	CNS	BlueLeft	1	0.351
223.5	1	ICS	RedLeft	1	0.527
227	1	ICNS	RedRight	1	0.493
232.5	1	CS	BlueLeft	1	0.34
237	1	CNS	BlueLeft	1	0.359
240.5	1	ICS	RedLeft	1	0.541
244	1	ICNS	RedRight	1	0.546
249.5	1	CS	BlueRight	1	0.402
253	1	CNS	BlueLeft	1	0.384
257.5	1	ICS	RedLeft	1	0.426
263	1	ICNS	RedRight	1	0.411
265.5	1	CS	BlueRight	1	0.42
270	1	ICS	RedLeft	1	0.446
273.5	1	ICNS	RedRight	1	0.388
279	1	ICNS	RedLeft	1	0.475
283.5	1	CS	BlueRight	1	0.438
289	1	CNS	BlueRight	1	0.414
294.5	1	ICS	RedRight	1	0.406
297	1	ICNS	RedRight	1	0.383
299.5	1	CS	BlueLeft	1	0.447
302	1	CNS	BlueRight	1	0.336
304.5	1	CNS	BlueRight	1	0.377
310	1	ICS	RedRight	1	0.401
313.5	1	ICNS	RedLeft	1	0.462
316	1	ICNS	RedRight	1	0.454
320.5	1	CS	BlueLeft	1	0.345
326	1	ICS	RedLeft	1	0.369
