onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.546
14	1	CNS	BlueLeft	1	0.537
18.5	1	ICS	RedLeft	1	0.564
23	1	CS	BlueLeft	1	0.487
27.5	1	CNS	BlueRight	1	0.442
33	1	ICS	RedLeft	1	0.512
38.5	1	ICNS	RedLeft	1	0.56
41	1	CS	BlueRight	1	0.513
43.5	1	CNS	BlueLeft	1	0.553
48	1	ICS	RedRight	1	0.492
52.5	1	ICNS	RedRight	1	0.479
56	1	CS	BlueRight	1	0.46
58.5	1	ICS	RedLeft	1	0.525
61	1	ICNS	RedLeft	1	0.677
66.5	1	ICNS	RedRight	1	0.558
70	1	CS	BlueRight	1	0.587
73.5	1	ICS	RedRight	1	0.656
77	1	ICNS	RedLeft	1	0.574
80.5	1	CS	BlueRight	1	0.524
84	1	CNS	BlueLeft	1	0.578
89.5	1	CNS	BlueRight	1	0.417
95	1	ICS	RedRight	1	0.521
98.5	1	ICNS	RedLeft	1	0.79
104	1	CS	BlueLeft	1	0.526
106.5	1	ICS	RedLeft	1	0.536
110	1	ICNS	RedLeft	1	0.508
112.5	1	ICNS	RedRight	1	0.636
116	1	CS	BlueRight	1	0.474
118.5	1	CNS	BlueRight	1	0.411
123	1	CNS	BlueLeft	1	0.55
128.5	1	ICS	RedRight	0	0.509
134	1	ICNS	RedLeft	1	0.501
136.5	1	CS	BlueRight	1	0.496
141	1	CNS	BlueRight	1	0.488
146.5	1	ICS	RedLeft	1	0.4
151	1	ICNS	RedRight	1	0.507
155.5	1	CS	BlueLeft	1	0.542
158	1	CNS	BlueLeft	1	0.582
160.5	1	CNS	BlueLeft	1	0.439
165	1	ICS	RedLeft	1	0.514
168.5	1	ICNS	RedLeft	1	0.456
172	1	CS	BlueLeft	1	0.588
174.5	1	CNS	BlueLeft	1	0.543
179	1	CNS	BlueRight	1	0.543
183.5	1	ICS	RedLeft	1	0.57
188	1	ICNS	RedLeft	1	0.428
190.5	1	CS	BlueLeft	1	0.494
195	1	CNS	BlueRight	1	0.432
200.5	1	ICS	RedRight	1	0.456
203	1	CS	BlueLeft	1	0.417
206.5	1	CNS	BlueRight	1	0.494
210	1	ICS	RedRight	1	0.467
214.5	1	ICNS	RedRight	1	0.446
218	1	CS	BlueRight	1	0.364
223.5	1	ICS	RedLeft	1	0.476
227	1	ICNS	RedRight	1	0.457
232.5	1	CS	BlueLeft	1	0.545
237	1	CNS	BlueLeft	1	0.388
240.5	1	CNS	BlueLeft	1	0.401
244	1	ICS	RedLeft	1	0.51
249.5	1	ICNS	RedRight	1	0.438
253	1	CS	BlueLeft	1	0.412
257.5	1	CNS	BlueRight	1	0.55
263	1	ICS	RedRight	1	0.494
265.5	1	ICNS	RedLeft	1	0.527
270	1	ICNS	RedRight	1	0.409
273.5	1	CS	BlueRight	1	0.559
279	1	CNS	BlueRight	1	0.479
283.5	1	ICS	RedRight	1	0.434
289	1	ICNS	RedLeft	1	0.441
294.5	1	CS	BlueLeft	0	0.481
297	1	ICS	RedRight	1	0.466
299.5	1	ICNS	RedRight	1	0.498
302	1	CS	BlueRight	1	0.427
304.5	1	CNS	BlueLeft	1	0.748
310	1	CNS	BlueRight	1	0.379
313.5	1	ICS	RedLeft	1	0.512
316	1	ICNS	RedRight	1	0.481
320.5	1	CS	BlueLeft	1	0.564
326	1	ICS	RedRight	1	0.411
