onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.422
12	1	ICNS	BlueLeft	1	0.42
14.5	1	CS	RedLeft	1	0.54
17	1	ICS	BlueLeft	1	0.437
20.5	1	ICNS	BlueRight	1	0.474
24	1	CS	RedLeft	1	0.312
27.5	1	CNS	RedLeft	1	0.374
31	1	ICS	BlueRight	1	0.46
36.5	1	ICNS	BlueLeft	1	0.458
41	1	CS	RedRight	1	0.509
44.5	1	CNS	RedRight	1	0.435
50	1	ICS	BlueRight	1	0.555
52.5	1	CS	RedLeft	1	0.475
56	1	CNS	RedLeft	1	0.385
58.5	1	CNS	RedRight	1	0.401
62	1	ICS	BlueRight	1	0.423
67.5	1	CS	RedRight	1	0.415
71	1	CNS	RedLeft	1	0.429
75.5	1	ICS	BlueRight	1	0.56
78	1	ICNS	BlueLeft	1	0.495
80.5	1	ICNS	BlueRight	1	0.448
83	1	CS	RedRight	1	0.481
86.5	1	CNS	RedLeft	1	0.383
91	1	ICS	BlueLeft	1	0.449
96.5	1	CS	RedLeft	1	0.409
99	1	CNS	RedLeft	1	0.362
104.5	1	CNS	RedRight	1	0.449
110	1	ICS	BlueRight	1	0.441
114.5	1	ICNS	BlueRight	1	0.452
117	1	ICNS	BlueLeft	1	0.549
119.5	1	CS	RedRight	1	0.436
125	1	CNS	RedLeft	1	0.412
130.5	1	ICS	BlueRight	1	0.388
134	1	ICNS	BlueRight	1	0.41
137.5	1	CS	RedLeft	1	0.431
140	1	CNS	RedRight	1	0.408
145.5	1	ICS	BlueLeft	1	0.456
150	1	ICNS	BlueLeft	1	0.378
152.5	1	ICNS	BlueLeft	1	0.499
157	1	CS	RedLeft	1	0.398
159.5	1	CNS	RedLeft	1	0.35
164	1	ICS	BlueLeft	1	0.376
168.5	1	ICNS	BlueLeft	1	0.435
173	1	ICNS	BlueRight	1	0.366
176.5	1	CS	RedLeft	1	0.555
180	1	CNS	RedLeft	1	0.417
182.5	1	ICS	BlueLeft	1	0.378
187	1	ICNS	BlueRight	1	0.477
189.5	1	CS	RedRight	1	0.437
195	1	ICS	BlueLeft	1	0.589
197.5	1	ICNS	BlueRight	0	0.421
200	1	CS	RedRight	1	0.526
204.5	1	CNS	RedRight	1	0.505
210	1	ICS	BlueRight	1	0.52
213.5	1	CS	RedLeft	1	0.605
219	1	CNS	RedRight	1	0.501
223.5	1	ICS	BlueLeft	1	0.544
229	1	ICNS	BlueLeft	1	0.448
233.5	1	ICNS	BlueLeft	1	0.586
238	1	CS	RedLeft	1	0.525
242.5	1	CNS	RedRight	1	0.488
245	1	ICS	BlueLeft	1	0.488
250.5	1	ICNS	BlueRight	1	0.448
256	1	CS	RedRight	1	0.503
258.5	1	CNS	RedLeft	1	0.424
262	1	CNS	RedRight	1	0.414
267.5	1	ICS	BlueRight	1	0.525
272	1	ICNS	BlueRight	1	0.408
275.5	1	CS	RedRight	1	0.462
280	1	CNS	RedLeft	1	0.408
284.5	1	ICS	BlueLeft	1	0.435
287	1	CS	RedRight	1	0.524
292.5	1	CNS	RedRight	1	0.403
298	1	ICS	BlueRight	1	0.483
303.5	1	ICNS	BlueLeft	1	0.474
307	1	ICNS	BlueRight	1	0.464
311.5	1	CS	RedLeft	1	0.371
317	1	CNS	RedRight	1	0.491
320.5	1	ICS	BlueLeft	1	0.545
324	1	CS	RedRight	1	0.462
