onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.561
14	1	CNS	BlueLeft	1	0.465
18.5	1	ICS	RedLeft	1	0.532
23	1	CS	BlueLeft	1	0.494
27.5	1	CNS	BlueRight	1	0.433
33	1	ICS	RedLeft	1	0.545
38.5	1	ICNS	RedLeft	1	0.489
41	1	CS	BlueRight	1	0.61
43.5	1	CNS	BlueLeft	1	0.635
48	1	ICS	RedRight	1	0.541
52.5	1	ICNS	RedRight	1	0.609
56	1	CS	BlueRight	1	0.501
58.5	1	ICS	RedLeft	1	0.574
61	1	ICNS	RedLeft	1	0.615
66.5	1	ICNS	RedRight	1	0.455
70	1	CS	BlueRight	1	0.476
73.5	1	ICS	RedRight	1	0.578
77	1	ICNS	RedLeft	1	0.536
80.5	1	CS	BlueRight	1	0.518
84	1	CNS	BlueLeft	1	0.708
89.5	1	CNS	BlueRight	1	0.444
95	1	ICS	RedRight	1	0.507
98.5	1	ICNS	RedLeft	1	0.504
104	1	CS	BlueLeft	1	0.457
106.5	1	ICS	RedLeft	1	0.577
110	1	ICNS	RedLeft	1	0.479
112.5	1	ICNS	RedRight	1	0.488
116	1	CS	BlueRight	1	0.502
118.5	1	CNS	BlueRight	1	0.438
123	1	CNS	BlueLeft	1	0.66
128.5	1	ICS	RedRight	1	0.529
134	1	ICNS	RedLeft	1	0.513
136.5	1	CS	BlueRight	1	0.465
141	1	CNS	BlueRight	1	0.404
146.5	1	ICS	RedLeft	1	0.539
151	1	ICNS	RedRight	1	0.519
155.5	1	CS	BlueLeft	1	0.513
158	1	CNS	BlueLeft	1	0.458
160.5	1	CNS	BlueLeft	1	0.403
165	1	ICS	RedLeft	1	0.493
168.5	1	ICNS	RedLeft	1	0.539
172	1	CS	BlueLeft	1	0.425
174.5	1	CNS	BlueLeft	1	0.41
179	1	CNS	BlueRight	1	0.597
183.5	1	ICS	RedLeft	1	0.55
188	1	ICNS	RedLeft	1	0.53
190.5	1	CS	BlueLeft	1	0.546
195	1	CNS	BlueRight	1	0.493
200.5	1	ICS	RedRight	1	0.533
203	1	CS	BlueLeft	1	0.454
206.5	1	CNS	BlueRight	1	0.436
210	1	ICS	RedRight	1	0.545
214.5	1	ICNS	RedRight	1	0.508
218	1	CS	BlueRight	1	0.586
223.5	1	ICS	RedLeft	1	0.53
227	1	ICNS	RedRight	1	0.439
232.5	1	CS	BlueLeft	1	0.487
237	1	CNS	BlueLeft	1	0.409
240.5	1	CNS	BlueLeft	1	0.423
244	1	ICS	RedLeft	1	0.557
249.5	1	ICNS	RedRight	1	0.446
253	1	CS	BlueLeft	1	0.494
257.5	1	CNS	BlueRight	1	0.422
263	1	ICS	RedRight	1	0.47
265.5	1	ICNS	RedLeft	1	0.502
270	1	ICNS	RedRight	1	0.441
273.5	1	CS	BlueRight	1	0.47
279	1	CNS	BlueRight	1	0.43
283.5	1	ICS	RedRight	1	0.441
289	1	ICNS	RedLeft	1	0.537
294.5	1	CS	BlueLeft	1	0.465
297	1	ICS	RedRight	1	0.474
299.5	1	ICNS	RedRight	1	0.474
302	1	CS	BlueRight	1	0.531
304.5	1	CNS	BlueLeft	1	0.452
310	1	CNS	BlueRight	1	0.436
313.5	1	ICS	RedLeft	1	0.497
316	1	ICNS	RedRight	1	0.449
320.5	1	CS	BlueLeft	1	0.5
326	1	ICS	RedRight	1	0.444
