onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.605
14	1	CNS	BlueLeft	1	0.484
18.5	1	ICS	RedLeft	1	0.463
23	1	CS	BlueLeft	1	0.617
27.5	1	CNS	BlueRight	1	0.572
33	1	ICS	RedLeft	1	0.532
38.5	1	ICNS	RedLeft	1	0.492
41	1	CS	BlueRight	0	0.412
43.5	1	CNS	BlueLeft	1	0.469
48	1	ICS	RedRight	1	1.125
52.5	1	ICNS	RedRight	1	0.467
56	1	CS	BlueRight	1	0.569
58.5	1	ICS	RedLeft	1	0.585
61	1	ICNS	RedLeft	1	0.442
66.5	1	ICNS	RedRight	1	0.594
70	1	CS	BlueRight	1	0.511
73.5	1	ICS	RedRight	1	0.453
77	1	ICNS	RedLeft	1	0.475
80.5	1	CS	BlueRight	1	0.625
84	1	CNS	BlueLeft	1	0.495
89.5	1	CNS	BlueRight	1	0.415
95	1	ICS	RedRight	1	0.789
98.5	1	ICNS	RedLeft	1	0.971
104	1	CS	BlueLeft	1	0.835
106.5	1	ICS	RedLeft	1	0.676
110	1	ICNS	RedLeft	1	0.538
112.5	1	ICNS	RedRight	1	0.834
116	1	CS	BlueRight	1	0.536
118.5	1	CNS	BlueRight	1	0.489
123	1	CNS	BlueLeft	1	0.691
128.5	1	ICS	RedRight	1	0.604
134	1	ICNS	RedLeft	1	0.691
136.5	1	CS	BlueRight	1	0.804
141	1	CNS	BlueRight	0	0.735
146.5	1	ICS	RedLeft	1	0.591
151	1	ICNS	RedRight	1	0.89
155.5	1	CS	BlueLeft	1	0.573
158	1	CNS	BlueLeft	1	0.701
160.5	1	CNS	BlueLeft	1	0.437
165	1	ICS	RedLeft	1	0.592
168.5	1	ICNS	RedLeft	1	0.534
172	1	CS	BlueLeft	1	0.608
174.5	1	CNS	BlueLeft	1	0.468
179	1	CNS	BlueRight	1	0.407
183.5	1	ICS	RedLeft	1	0.762
188	1	ICNS	RedLeft	1	0.637
190.5	1	CS	BlueLeft	1	0.573
195	1	CNS	BlueRight	1	0.528
200.5	1	ICS	RedRight	1	0.536
203	1	CS	BlueLeft	1	0.625
206.5	1	CNS	BlueRight	1	0.415
210	1	ICS	RedRight	1	0.452
214.5	1	ICNS	RedRight	1	0.535
218	1	CS	BlueRight	1	0.709
223.5	1	ICS	RedLeft	1	0.677
227	1	ICNS	RedRight	1	0.762
232.5	1	CS	BlueLeft	1	0.818
237	1	CNS	BlueLeft	1	0.628
240.5	1	CNS	BlueLeft	1	0.442
244	1	ICS	RedLeft	1	0.472
249.5	1	ICNS	RedRight	1	0.52
253	1	CS	BlueLeft	1	0.485
257.5	1	CNS	BlueRight	1	0.625
263	1	ICS	RedRight	1	0.552
265.5	1	ICNS	RedLeft	1	0.593
270	1	ICNS	RedRight	1	1.025
273.5	1	CS	BlueRight	1	0.586
279	1	CNS	BlueRight	1	0.578
283.5	1	ICS	RedRight	1	0.909
289	1	ICNS	RedLeft	1	0.58
294.5	1	CS	BlueLeft	1	0.54
297	1	ICS	RedRight	1	0.661
299.5	1	ICNS	RedRight	1	0.509
302	1	CS	BlueRight	1	0.526
304.5	1	CNS	BlueLeft	1	0.526
310	1	CNS	BlueRight	1	0.43
313.5	1	ICS	RedLeft	1	0.628
316	1	ICNS	RedRight	1	0.564
320.5	1	CS	BlueLeft	1	0.879
326	1	ICS	RedRight	1	0.783
