onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.559
14	1	CNS	BlueLeft	1	0.423
18.5	1	CNS	BlueRight	1	0.626
23	1	ICS	RedRight	1	0.517
27.5	1	ICNS	RedLeft	1	0.407
33	1	CS	BlueRight	1	0.318
38.5	1	ICS	RedLeft	1	0.607
41	1	ICNS	RedRight	1	0.511
43.5	1	ICNS	RedLeft	1	0.472
48	1	CS	BlueRight	1	0.491
52.5	1	CNS	BlueRight	1	0.502
56	1	ICS	RedRight	1	0.452
58.5	1	ICNS	RedLeft	1	0.484
61	1	ICNS	RedLeft	1	0.485
66.5	1	CS	BlueRight	1	0.652
70	1	ICS	RedLeft	1	0.618
73.5	1	CS	BlueLeft	1	0.687
77	1	CNS	BlueRight	1	0.597
80.5	1	ICS	RedLeft	1	0.627
84	1	ICNS	RedLeft	1	0.593
89.5	1	CS	BlueRight	1	0.505
95	1	ICS	RedRight	1	0.497
98.5	1	ICNS	RedRight	1	0.415
104	1	CS	BlueRight	1	0.495
106.5	1	CNS	BlueLeft	1	0.686
110	1	ICS	RedLeft	1	0.492
112.5	1	ICNS	RedLeft	1	0.429
116	1	CS	BlueLeft	1	0.603
118.5	1	CNS	BlueLeft	1	0.443
123	1	CNS	BlueLeft	1	0.551
128.5	1	ICS	RedRight	1	0.398
134	1	CS	BlueLeft	1	0.782
136.5	1	CNS	BlueRight	1	0.431
141	1	ICS	RedLeft	1	0.666
146.5	1	ICNS	RedRight	1	0.489
151	1	ICNS	RedLeft	1	0.364
155.5	1	CS	BlueLeft	1	0.791
158	1	CNS	BlueLeft	1	0.408
160.5	1	CNS	BlueRight	1	0.408
165	1	ICS	RedRight	1	0.459
168.5	1	ICNS	RedRight	1	0.433
172	1	CS	BlueRight	1	0.591
174.5	1	ICS	RedRight	1	0.655
179	1	CS	BlueLeft	1	0.402
183.5	1	CNS	BlueLeft	1	0.389
188	1	CNS	BlueRight	1	0.433
190.5	1	ICS	RedRight	1	0.544
195	1	ICNS	RedLeft	1	0.563
200.5	1	CS	BlueRight	1	0.507
203	1	CNS	BlueRight	1	0.411
206.5	1	ICS	RedRight	1	0.553
210	1	CS	BlueLeft	1	0.623
214.5	1	CNS	BlueLeft	1	0.426
218	1	CNS	BlueLeft	1	0.528
223.5	1	ICS	RedLeft	1	0.567
227	1	ICNS	RedRight	1	0.485
232.5	1	CS	BlueLeft	1	0.637
237	1	CNS	BlueLeft	1	0.615
240.5	1	ICS	RedLeft	1	0.493
244	1	ICNS	RedRight	1	0.507
249.5	1	CS	BlueRight	1	0.651
253	1	CNS	BlueLeft	1	0.673
257.5	1	ICS	RedLeft	1	0.628
263	1	ICNS	RedRight	1	0.475
265.5	1	CS	BlueRight	1	0.635
270	1	ICS	RedLeft	1	0.614
273.5	1	ICNS	RedRight	1	0.492
279	1	ICNS	RedLeft	1	0.58
283.5	1	CS	BlueRight	1	0.695
289	1	CNS	BlueRight	1	0.495
294.5	1	ICS	RedRight	1	0.495
297	1	ICNS	RedRight	1	0.382
299.5	1	CS	BlueLeft	1	0.648
302	1	CNS	BlueRight	1	0.416
304.5	1	CNS	BlueRight	1	0.377
310	1	ICS	RedRight	1	0.481
313.5	1	ICNS	RedLeft	1	0.543
316	1	ICNS	RedRight	1	0.479
320.5	1	CS	BlueLeft	1	0.586
326	1	ICS	RedLeft	1	0.602
