onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.516
12	1	ICNS	BlueLeft	1	0.554
14.5	1	CS	RedLeft	1	0.483
17	1	ICS	BlueLeft	1	0.436
20.5	1	ICNS	BlueRight	1	0.497
24	1	CS	RedLeft	1	0.398
27.5	1	CNS	RedLeft	1	0.381
31	1	ICS	BlueRight	1	0.482
36.5	1	ICNS	BlueLeft	1	0.41
41	1	CS	RedRight	1	0.413
44.5	1	CNS	RedRight	1	0.387
50	1	ICS	BlueRight	1	0.474
52.5	1	CS	RedLeft	1	0.484
56	1	CNS	RedLeft	1	0.377
58.5	1	CNS	RedRight	1	0.29
62	1	ICS	BlueRight	1	0.463
67.5	1	CS	RedRight	1	0.535
71	1	CNS	RedLeft	1	0.372
75.5	1	ICS	BlueRight	1	0.479
78	1	ICNS	BlueLeft	1	0.472
80.5	1	ICNS	BlueRight	1	0.432
83	1	CS	RedRight	1	0.394
86.5	1	CNS	RedLeft	1	0.287
91	1	ICS	BlueLeft	1	0.466
96.5	1	CS	RedLeft	1	0.33
99	1	CNS	RedLeft	1	0.347
104.5	1	CNS	RedRight	1	0.387
110	1	ICS	BlueRight	1	0.426
114.5	1	ICNS	BlueRight	1	0.373
117	1	ICNS	BlueLeft	1	0.509
119.5	1	CS	RedRight	1	0.438
125	1	CNS	RedLeft	1	0.342
130.5	1	ICS	BlueRight	1	0.414
134	1	ICNS	BlueRight	1	0.412
137.5	1	CS	RedLeft	1	0.401
140	1	CNS	RedRight	1	0.434
145.5	1	ICS	BlueLeft	1	0.553
150	1	ICNS	BlueLeft	1	0.58
152.5	1	ICNS	BlueLeft	1	0.525
157	1	CS	RedLeft	1	0.408
159.5	1	CNS	RedLeft	1	0.334
164	1	ICS	BlueLeft	1	0.412
168.5	1	ICNS	BlueLeft	1	0.416
173	1	ICNS	BlueRight	1	0.457
176.5	1	CS	RedLeft	1	0.439
180	1	CNS	RedLeft	1	0.308
182.5	1	ICS	BlueLeft	1	0.445
187	1	ICNS	BlueRight	1	0.376
189.5	1	CS	RedRight	1	0.736
195	1	ICS	BlueLeft	1	0.464
197.5	1	ICNS	BlueRight	1	0.425
200	1	CS	RedRight	1	0.361
204.5	1	CNS	RedRight	1	0.453
210	1	ICS	BlueRight	1	0.444
213.5	1	CS	RedLeft	1	0.362
219	1	CNS	RedRight	1	0.401
223.5	1	ICS	BlueLeft	1	0.5
229	1	ICNS	BlueLeft	1	0.532
233.5	1	ICNS	BlueLeft	1	0.439
238	1	CS	RedLeft	1	0.338
242.5	1	CNS	RedRight	0	0.325
245	1	ICS	BlueLeft	1	0.422
250.5	1	ICNS	BlueRight	1	0.493
256	1	CS	RedRight	1	0.31
258.5	1	CNS	RedLeft	1	0.285
262	1	CNS	RedRight	1	0.291
267.5	1	ICS	BlueRight	1	0.427
272	1	ICNS	BlueRight	1	0.406
275.5	1	CS	RedRight	1	0.403
280	1	CNS	RedLeft	1	0.335
284.5	1	ICS	BlueLeft	1	0.538
287	1	CS	RedRight	1	0.41
292.5	1	CNS	RedRight	1	0.45
298	1	ICS	BlueRight	1	0.449
303.5	1	ICNS	BlueLeft	1	0.458
307	1	ICNS	BlueRight	1	0.551
311.5	1	CS	RedLeft	1	0.362
317	1	CNS	RedRight	1	0.346
320.5	1	ICS	BlueLeft	1	0.376
324	1	CS	RedRight	1	0.357
