onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	0	0.374
14	1	ICNS	BlueLeft	1	0.429
18.5	1	ICNS	BlueRight	1	0.561
23	1	CS	RedRight	1	0.5
27.5	1	CNS	RedLeft	1	0.445
33	1	ICS	BlueRight	1	0.437
38.5	1	CS	RedLeft	1	0.405
41	1	CNS	RedRight	1	0.384
43.5	1	CNS	RedLeft	1	0.327
48	1	ICS	BlueRight	1	0.45
52.5	1	ICNS	BlueRight	1	0.428
56	1	CS	RedRight	1	0.482
58.5	1	CNS	RedLeft	1	0.363
61	1	CNS	RedLeft	1	0.348
66.5	1	ICS	BlueRight	1	0.508
70	1	CS	RedLeft	1	0.353
73.5	1	ICS	BlueLeft	1	0.447
77	1	ICNS	BlueRight	1	0.525
80.5	1	CS	RedLeft	1	0.323
84	1	CNS	RedLeft	1	0.368
89.5	1	ICS	BlueRight	1	0.431
95	1	CS	RedRight	1	0.344
98.5	1	CNS	RedRight	1	0.35
104	1	ICS	BlueRight	1	0.422
106.5	1	ICNS	BlueLeft	1	0.418
110	1	CS	RedLeft	1	0.323
112.5	1	CNS	RedLeft	1	0.332
116	1	ICS	BlueLeft	1	0.393
118.5	1	ICNS	BlueLeft	1	0.402
123	1	ICNS	BlueLeft	1	0.373
128.5	1	CS	RedRight	1	0.413
134	1	ICS	BlueLeft	1	0.381
136.5	1	ICNS	BlueRight	0	0.454
141	1	CS	RedLeft	1	0.465
146.5	1	CNS	RedRight	1	0.367
151	1	CNS	RedLeft	1	0.323
155.5	1	ICS	BlueLeft	1	0.429
158	1	ICNS	BlueLeft	1	0.398
160.5	1	ICNS	BlueRight	1	0.431
165	1	CS	RedRight	1	0.345
168.5	1	CNS	RedRight	1	0.359
172	1	ICS	BlueRight	1	0.381
174.5	1	CS	RedRight	1	0.334
179	1	ICS	BlueLeft	1	0.403
183.5	1	ICNS	BlueLeft	1	0.403
188	1	ICNS	BlueRight	1	0.406
190.5	1	CS	RedRight	1	0.367
195	1	CNS	RedLeft	1	0.313
200.5	1	ICS	BlueRight	1	0.369
203	1	ICNS	BlueRight	1	0.346
206.5	1	CS	RedRight	1	0.712
210	1	ICS	BlueLeft	1	0.478
214.5	1	ICNS	BlueLeft	1	0.465
218	1	ICNS	BlueLeft	1	0.454
223.5	1	CS	RedLeft	1	0.581
227	1	CNS	RedRight	1	0.475
232.5	1	ICS	BlueLeft	1	0.523
237	1	ICNS	BlueLeft	1	0.35
240.5	1	CS	RedLeft	1	0.588
244	1	CNS	RedRight	1	0.377
249.5	1	ICS	BlueRight	1	0.49
253	1	ICNS	BlueLeft	1	0.447
257.5	1	CS	RedLeft	1	0.513
263	1	CNS	RedRight	1	0.409
265.5	1	ICS	BlueRight	1	0.498
270	1	CS	RedLeft	1	0.381
273.5	1	CNS	RedRight	1	0.547
279	1	CNS	RedLeft	1	0.363
283.5	1	ICS	BlueRight	1	0.47
289	1	ICNS	BlueRight	1	0.446
294.5	1	CS	RedRight	1	0.405
297	1	CNS	RedRight	1	0.349
299.5	1	ICS	BlueLeft	0	0.422
302	1	ICNS	BlueRight	1	0.495
304.5	1	ICNS	BlueRight	1	0.439
310	1	CS	RedRight	1	0.303
313.5	1	CNS	RedLeft	1	0.557
316	1	CNS	RedRight	1	0.374
320.5	1	ICS	BlueLeft	1	0.441
326	1	CS	RedLeft	1	0.281
