onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.451
14	1	CNS	BlueLeft	1	0.683
18.5	1	CNS	BlueRight	1	0.685
23	1	ICS	RedRight	1	0.536
27.5	1	ICNS	RedLeft	1	0.602
33	1	CS	BlueRight	1	0.675
38.5	1	ICS	RedLeft	1	0.921
41	1	ICNS	RedRight	1	0.834
43.5	1	ICNS	RedLeft	1	0.778
48	1	CS	BlueRight	1	0.493
52.5	1	CNS	BlueRight	1	0.648
56	1	ICS	RedRight	1	0.485
58.5	1	ICNS	RedLeft	1	0.782
61	1	ICNS	RedLeft	1	0.607
66.5	1	CS	BlueRight	1	0.574
70	1	ICS	RedLeft	1	0.604
73.5	1	CS	BlueLeft	1	0.61
77	1	CNS	BlueRight	1	0.559
80.5	1	ICS	RedLeft	1	0.581
84	1	ICNS	RedLeft	1	0.779
89.5	1	CS	BlueRight	1	0.53
95	1	ICS	RedRight	1	0.546
98.5	1	ICNS	RedRight	1	0.512
104	1	CS	BlueRight	1	0.767
106.5	1	CNS	BlueLeft	1	0.704
110	1	ICS	RedLeft	1	1.155
112.5	1	ICNS	RedLeft	1	0.559
116	1	CS	BlueLeft	1	0.452
118.5	1	CNS	BlueLeft	1	0.541
123	1	CNS	BlueLeft	1	0.599
128.5	1	ICS	RedRight	1	0.502
134	1	CS	BlueLeft	1	0.518
136.5	1	CNS	BlueRight	0	0.59
141	1	ICS	RedLeft	1	0.593
146.5	1	ICNS	RedRight	1	0.505
151	1	ICNS	RedLeft	1	0.635
155.5	1	CS	BlueLeft	1	0.654
158	1	CNS	BlueLeft	1	0.711
160.5	1	CNS	BlueRight	1	0.599
165	1	ICS	RedRight	1	0.698
168.5	1	ICNS	RedRight	1	0.832
172	1	CS	BlueRight	1	0.55
174.5	1	ICS	RedRight	1	0.67
179	1	CS	BlueLeft	1	0.617
183.5	1	CNS	BlueLeft	1	0.563
188	1	CNS	BlueRight	1	0.518
190.5	1	ICS	RedRight	1	0.615
195	1	ICNS	RedLeft	1	0.714
200.5	1	CS	BlueRight	1	0.601
203	1	CNS	BlueRight	1	0.562
206.5	1	ICS	RedRight	1	0.584
210	1	CS	BlueLeft	1	0.557
214.5	1	CNS	BlueLeft	1	0.303
218	1	CNS	BlueLeft	1	0.412
223.5	1	ICS	RedLeft	1	0.645
227	1	ICNS	RedRight	1	0.466
232.5	1	CS	BlueLeft	1	0.418
237	1	CNS	BlueLeft	1	0.508
240.5	1	ICS	RedLeft	1	0.69
244	1	ICNS	RedRight	1	0.52
249.5	1	CS	BlueRight	1	0.759
253	1	CNS	BlueLeft	1	0.509
257.5	1	ICS	RedLeft	1	0.592
263	1	ICNS	RedRight	1	0.552
265.5	1	CS	BlueRight	1	0.6
270	1	ICS	RedLeft	1	1.048
273.5	1	ICNS	RedRight	1	0.521
279	1	ICNS	RedLeft	1	0.576
283.5	1	CS	BlueRight	0	0.523
289	1	CNS	BlueRight	1	0.555
294.5	1	ICS	RedRight	1	0.594
297	1	ICNS	RedRight	1	1.048
299.5	1	CS	BlueLeft	1	0.643
302	1	CNS	BlueRight	1	0.675
304.5	1	CNS	BlueRight	1	0.461
310	1	ICS	RedRight	1	0.652
313.5	1	ICNS	RedLeft	1	0.665
316	1	ICNS	RedRight	1	0.898
320.5	1	CS	BlueLeft	1	0.597
326	1	ICS	RedLeft	1	0.62
