onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.592
14	1	CNS	BlueLeft	1	0.638
18.5	1	CNS	BlueRight	1	0.601
23	1	ICS	RedRight	1	0.572
27.5	1	ICNS	RedLeft	1	0.727
33	1	CS	BlueRight	1	0.678
38.5	1	ICS	RedLeft	1	0.824
41	1	ICNS	RedRight	1	0.726
43.5	1	ICNS	RedLeft	1	0.696
48	1	CS	BlueRight	1	0.722
52.5	1	CNS	BlueRight	1	0.861
56	1	ICS	RedRight	1	0.796
58.5	1	ICNS	RedLeft	1	0.947
61	1	ICNS	RedLeft	1	0.619
66.5	1	CS	BlueRight	1	0.642
70	1	ICS	RedLeft	0	0.898
73.5	1	CS	BlueLeft	1	0.766
77	1	CNS	BlueRight	1	0.932
80.5	1	ICS	RedLeft	1	0.857
84	1	ICNS	RedLeft	1	0.967
89.5	1	CS	BlueRight	1	0.607
95	1	ICS	RedRight	1	0.598
98.5	1	ICNS	RedRight	1	0.996
104	1	CS	BlueRight	1	0.564
106.5	1	CNS	BlueLeft	1	0.693
110	1	ICS	RedLeft	1	0.602
112.5	1	ICNS	RedLeft	1	0.842
116	1	CS	BlueLeft	1	1.004
118.5	1	CNS	BlueLeft	1	0.58
123	1	CNS	BlueLeft	1	0.563
128.5	1	ICS	RedRight	1	0.651
134	1	CS	BlueLeft	1	0.731
136.5	1	CNS	BlueRight	1	0.827
141	1	ICS	RedLeft	1	0.905
146.5	1	ICNS	RedRight	1	0.918
151	1	ICNS	RedLeft	1	0.993
155.5	1	CS	BlueLeft	1	0.867
158	1	CNS	BlueLeft	1	0.564
160.5	1	CNS	BlueRight	1	0.644
165	1	ICS	RedRight	1	0.75
168.5	1	ICNS	RedRight	1	1.049
172	1	CS	BlueRight	1	0.834
174.5	1	ICS	RedRight	1	1.023
179	1	CS	BlueLeft	1	0.869
183.5	1	CNS	BlueLeft	1	0.647
188	1	CNS	BlueRight	1	0.81
190.5	1	ICS	RedRight	1	0.699
195	1	ICNS	RedLeft	1	0.646
200.5	1	CS	BlueRight	1	0.638
203	1	CNS	BlueRight	1	0.662
206.5	1	ICS	RedRight	1	1.241
210	1	CS	BlueLeft	1	0.873
214.5	1	CNS	BlueLeft	1	0.836
218	1	CNS	BlueLeft	1	0.705
223.5	1	ICS	RedLeft	1	0.969
227	1	ICNS	RedRight	0	0
232.5	1	CS	BlueLeft	1	0.702
237	1	CNS	BlueLeft	1	0.937
240.5	1	ICS	RedLeft	1	0.598
244	1	ICNS	RedRight	1	1.257
249.5	1	CS	BlueRight	1	0.772
253	1	CNS	BlueLeft	1	0.882
257.5	1	ICS	RedLeft	1	0.62
263	1	ICNS	RedRight	1	1.232
265.5	1	CS	BlueRight	1	0.564
270	1	ICS	RedLeft	1	0.519
273.5	1	ICNS	RedRight	1	0.612
279	1	ICNS	RedLeft	1	0.668
283.5	1	CS	BlueRight	1	0.759
289	1	CNS	BlueRight	1	0.791
294.5	1	ICS	RedRight	1	0.622
297	1	ICNS	RedRight	1	0.895
299.5	1	CS	BlueLeft	1	1.061
302	1	CNS	BlueRight	1	0.656
304.5	1	CNS	BlueRight	1	0.689
310	1	ICS	RedRight	1	0.616
313.5	1	ICNS	RedLeft	1	0.757
316	1	ICNS	RedRight	1	0.702
320.5	1	CS	BlueLeft	1	0.841
326	1	ICS	RedLeft	1	0.808
