onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.567
14	1	CNS	BlueLeft	1	0.447
18.5	1	ICS	RedLeft	1	0.616
23	1	CS	BlueLeft	1	0.603
27.5	1	CNS	BlueRight	1	0.694
33	1	ICS	RedLeft	1	0.75
38.5	1	ICNS	RedLeft	1	0.669
41	1	CS	BlueRight	1	0.678
43.5	1	CNS	BlueLeft	1	0.927
48	1	ICS	RedRight	1	1.142
52.5	1	ICNS	RedRight	1	0.676
56	1	CS	BlueRight	1	0.986
58.5	1	ICS	RedLeft	1	1.119
61	1	ICNS	RedLeft	1	0.523
66.5	1	ICNS	RedRight	1	1.008
70	1	CS	BlueRight	1	0.792
73.5	1	ICS	RedRight	1	1.083
77	1	ICNS	RedLeft	1	0.787
80.5	1	CS	BlueRight	1	0.697
84	1	CNS	BlueLeft	1	0.839
89.5	1	CNS	BlueRight	1	1.02
95	1	ICS	RedRight	1	1.139
98.5	1	ICNS	RedLeft	1	0.828
104	1	CS	BlueLeft	1	1.713
106.5	1	ICS	RedLeft	1	0.699
110	1	ICNS	RedLeft	1	0.849
112.5	1	ICNS	RedRight	1	0.786
116	1	CS	BlueRight	1	0.863
118.5	1	CNS	BlueRight	0	1.093
123	1	CNS	BlueLeft	1	0.611
128.5	1	ICS	RedRight	1	0.658
134	1	ICNS	RedLeft	1	0.674
136.5	1	CS	BlueRight	1	0.794
141	1	CNS	BlueRight	1	0.757
146.5	1	ICS	RedLeft	1	1.018
151	1	ICNS	RedRight	1	0.816
155.5	1	CS	BlueLeft	1	0.634
158	1	CNS	BlueLeft	1	0.707
160.5	1	CNS	BlueLeft	1	0.5
165	1	ICS	RedLeft	1	0.726
168.5	1	ICNS	RedLeft	1	0.7
172	1	CS	BlueLeft	1	0.594
174.5	1	CNS	BlueLeft	1	0.738
179	1	CNS	BlueRight	1	0.493
183.5	1	ICS	RedLeft	1	0.751
188	1	ICNS	RedLeft	1	0.802
190.5	1	CS	BlueLeft	1	0.73
195	1	CNS	BlueRight	1	0.573
200.5	1	ICS	RedRight	1	0.708
203	1	CS	BlueLeft	1	0.997
206.5	1	CNS	BlueRight	1	0.715
210	1	ICS	RedRight	1	0.528
214.5	1	ICNS	RedRight	1	1.168
218	1	CS	BlueRight	1	0.777
223.5	1	ICS	RedLeft	1	0.673
227	1	ICNS	RedRight	1	0.718
232.5	1	CS	BlueLeft	1	0.63
237	1	CNS	BlueLeft	1	0.529
240.5	1	CNS	BlueLeft	1	0.454
244	1	ICS	RedLeft	1	0.516
249.5	1	ICNS	RedRight	1	0.644
253	1	CS	BlueLeft	1	0.674
257.5	1	CNS	BlueRight	1	1.129
263	1	ICS	RedRight	1	0.62
265.5	1	ICNS	RedLeft	1	0.837
270	1	ICNS	RedRight	1	1.068
273.5	1	CS	BlueRight	1	0.765
279	1	CNS	BlueRight	1	0.716
283.5	1	ICS	RedRight	1	0.606
289	1	ICNS	RedLeft	1	0.686
294.5	1	CS	BlueLeft	1	1.035
297	1	ICS	RedRight	1	0.998
299.5	1	ICNS	RedRight	1	0.991
302	1	CS	BlueRight	1	0.631
304.5	1	CNS	BlueLeft	1	0.792
310	1	CNS	BlueRight	1	1.101
313.5	1	ICS	RedLeft	1	0.669
316	1	ICNS	RedRight	1	0.646
320.5	1	CS	BlueLeft	1	0.793
326	1	ICS	RedRight	1	1.23
