onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.345
14	1	CNS	BlueLeft	1	0.418
18.5	1	ICS	RedLeft	1	0.46
23	1	CS	BlueLeft	1	0.399
27.5	1	CNS	BlueRight	1	0.393
33	1	ICS	RedLeft	1	0.506
38.5	1	ICNS	RedLeft	1	0.473
41	1	CS	BlueRight	1	0.578
43.5	1	CNS	BlueLeft	1	0.594
48	1	ICS	RedRight	1	0.485
52.5	1	ICNS	RedRight	1	0.56
56	1	CS	BlueRight	1	0.509
58.5	1	ICS	RedLeft	1	0.518
61	1	ICNS	RedLeft	1	0.575
66.5	1	ICNS	RedRight	1	0.614
70	1	CS	BlueRight	1	0.515
73.5	1	ICS	RedRight	1	0.513
77	1	ICNS	RedLeft	1	0.471
80.5	1	CS	BlueRight	1	0.484
84	1	CNS	BlueLeft	1	0.522
89.5	1	CNS	BlueRight	1	0.434
95	1	ICS	RedRight	1	0.425
98.5	1	ICNS	RedLeft	1	0.487
104	1	CS	BlueLeft	1	0.599
106.5	1	ICS	RedLeft	1	0.487
110	1	ICNS	RedLeft	1	0.469
112.5	1	ICNS	RedRight	1	0.534
116	1	CS	BlueRight	1	0.548
118.5	1	CNS	BlueRight	1	0.452
123	1	CNS	BlueLeft	1	0.455
128.5	1	ICS	RedRight	1	0.526
134	1	ICNS	RedLeft	1	0.606
136.5	1	CS	BlueRight	1	0.662
141	1	CNS	BlueRight	1	0.425
146.5	1	ICS	RedLeft	1	0.569
151	1	ICNS	RedRight	1	0.563
155.5	1	CS	BlueLeft	1	0.518
158	1	CNS	BlueLeft	1	0.446
160.5	1	CNS	BlueLeft	1	0.488
165	1	ICS	RedLeft	1	0.467
168.5	1	ICNS	RedLeft	1	0.496
172	1	CS	BlueLeft	1	0.549
174.5	1	CNS	BlueLeft	1	0.598
179	1	CNS	BlueRight	1	0.553
183.5	1	ICS	RedLeft	1	0.595
188	1	ICNS	RedLeft	1	0.701
190.5	1	CS	BlueLeft	1	0.702
195	1	CNS	BlueRight	1	0.601
200.5	1	ICS	RedRight	1	0.512
203	1	CS	BlueLeft	1	0.601
206.5	1	CNS	BlueRight	1	0.583
210	1	ICS	RedRight	1	0.565
214.5	1	ICNS	RedRight	1	0.695
218	1	CS	BlueRight	1	0.46
223.5	1	ICS	RedLeft	1	0.645
227	1	ICNS	RedRight	1	0.594
232.5	1	CS	BlueLeft	1	0.546
237	1	CNS	BlueLeft	1	0.516
240.5	1	CNS	BlueLeft	1	0.474
244	1	ICS	RedLeft	1	0.488
249.5	1	ICNS	RedRight	1	0.47
253	1	CS	BlueLeft	1	0.612
257.5	1	CNS	BlueRight	1	0.617
263	1	ICS	RedRight	1	0.487
265.5	1	ICNS	RedLeft	1	0.583
270	1	ICNS	RedRight	1	0.555
273.5	1	CS	BlueRight	1	0.523
279	1	CNS	BlueRight	1	0.512
283.5	1	ICS	RedRight	1	0.755
289	1	ICNS	RedLeft	1	0.562
294.5	1	CS	BlueLeft	1	0.514
297	1	ICS	RedRight	1	0.49
299.5	1	ICNS	RedRight	1	0.73
302	1	CS	BlueRight	1	0.515
304.5	1	CNS	BlueLeft	1	0.443
310	1	CNS	BlueRight	1	0.515
313.5	1	ICS	RedLeft	1	0.577
316	1	ICNS	RedRight	1	0.585
320.5	1	CS	BlueLeft	1	0.572
326	1	ICS	RedRight	1	0.484
