onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.488
14	1	CNS	BlueLeft	1	0.408
18.5	1	CNS	BlueRight	1	0.523
23	1	ICS	RedRight	1	0.445
27.5	1	ICNS	RedLeft	1	0.472
33	1	CS	BlueRight	1	0.376
38.5	1	ICS	RedLeft	1	0.48
41	1	ICNS	RedRight	1	0.537
43.5	1	ICNS	RedLeft	1	0.481
48	1	CS	BlueRight	1	0.484
52.5	1	CNS	BlueRight	1	0.47
56	1	ICS	RedRight	1	0.436
58.5	1	ICNS	RedLeft	1	0.373
61	1	ICNS	RedLeft	1	0.461
66.5	1	CS	BlueRight	1	0.492
70	1	ICS	RedLeft	1	0.37
73.5	1	CS	BlueLeft	1	0.535
77	1	CNS	BlueRight	1	0.493
80.5	1	ICS	RedLeft	1	0.419
84	1	ICNS	RedLeft	1	0.418
89.5	1	CS	BlueRight	1	0.488
95	1	ICS	RedRight	1	0.512
98.5	1	ICNS	RedRight	1	0.478
104	1	CS	BlueRight	1	0.51
106.5	1	CNS	BlueLeft	0	0.518
110	1	ICS	RedLeft	1	0.588
112.5	1	ICNS	RedLeft	1	0.764
116	1	CS	BlueLeft	1	0.402
118.5	1	CNS	BlueLeft	1	0.522
123	1	CNS	BlueLeft	1	0.469
128.5	1	ICS	RedRight	1	0.548
134	1	CS	BlueLeft	1	0.58
136.5	1	CNS	BlueRight	1	0.725
141	1	ICS	RedLeft	1	0.513
146.5	1	ICNS	RedRight	1	0.439
151	1	ICNS	RedLeft	1	0.554
155.5	1	CS	BlueLeft	1	0.653
158	1	CNS	BlueLeft	1	0.541
160.5	1	CNS	BlueRight	1	0.694
165	1	ICS	RedRight	1	0.577
168.5	1	ICNS	RedRight	1	0.494
172	1	CS	BlueRight	1	0.612
174.5	1	ICS	RedRight	1	0.645
179	1	CS	BlueLeft	1	0.646
183.5	1	CNS	BlueLeft	1	0.529
188	1	CNS	BlueRight	1	0.516
190.5	1	ICS	RedRight	1	0.541
195	1	ICNS	RedLeft	1	0.623
200.5	1	CS	BlueRight	1	0.471
203	1	CNS	BlueRight	1	0.64
206.5	1	ICS	RedRight	1	0.653
210	1	CS	BlueLeft	1	0.635
214.5	1	CNS	BlueLeft	1	0.414
218	1	CNS	BlueLeft	1	0.387
223.5	1	ICS	RedLeft	1	0.539
227	1	ICNS	RedRight	1	0.545
232.5	1	CS	BlueLeft	1	0.487
237	1	CNS	BlueLeft	1	0.538
240.5	1	ICS	RedLeft	1	0.488
244	1	ICNS	RedRight	1	0.566
249.5	1	CS	BlueRight	1	0.653
253	1	CNS	BlueLeft	1	0.539
257.5	1	ICS	RedLeft	1	0.526
263	1	ICNS	RedRight	1	0.51
265.5	1	CS	BlueRight	1	0.63
270	1	ICS	RedLeft	1	0.464
273.5	1	ICNS	RedRight	1	0.518
279	1	ICNS	RedLeft	1	0.511
283.5	1	CS	BlueRight	1	0.529
289	1	CNS	BlueRight	1	0.41
294.5	1	ICS	RedRight	1	0.488
297	1	ICNS	RedRight	1	0.6
299.5	1	CS	BlueLeft	1	0.649
302	1	CNS	BlueRight	1	0.593
304.5	1	CNS	BlueRight	1	0.474
310	1	ICS	RedRight	1	0.49
313.5	1	ICNS	RedLeft	1	0.6
316	1	ICNS	RedRight	1	0.488
320.5	1	CS	BlueLeft	1	0.475
326	1	ICS	RedLeft	1	0.516
