onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	1	0.581
14	1	ICNS	BlueLeft	1	0.533
18.5	1	ICNS	BlueRight	1	0.608
23	1	CS	RedRight	1	0.482
27.5	1	CNS	RedLeft	1	0.461
33	1	ICS	BlueRight	1	0.533
38.5	1	CS	RedLeft	1	0.748
41	1	CNS	RedRight	1	0.508
43.5	1	CNS	RedLeft	1	0.397
48	1	ICS	BlueRight	0	0.391
52.5	1	ICNS	BlueRight	1	0.538
56	1	CS	RedRight	1	0.736
58.5	1	CNS	RedLeft	1	0.568
61	1	CNS	RedLeft	1	0.545
66.5	1	ICS	BlueRight	1	0.44
70	1	CS	RedLeft	0	0.59
73.5	1	ICS	BlueLeft	1	0.796
77	1	ICNS	BlueRight	1	0.698
80.5	1	CS	RedLeft	1	0.447
84	1	CNS	RedLeft	1	0.525
89.5	1	ICS	BlueRight	1	0.653
95	1	CS	RedRight	1	0.644
98.5	1	CNS	RedRight	1	0.466
104	1	ICS	BlueRight	1	0.658
106.5	1	ICNS	BlueLeft	1	0.611
110	1	CS	RedLeft	1	0.768
112.5	1	CNS	RedLeft	1	0.433
116	1	ICS	BlueLeft	1	0.591
118.5	1	ICNS	BlueLeft	1	0.671
123	1	ICNS	BlueLeft	1	0.482
128.5	1	CS	RedRight	1	1.103
134	1	ICS	BlueLeft	0	0
136.5	1	ICNS	BlueRight	1	0.777
141	1	CS	RedLeft	1	0.636
146.5	1	CNS	RedRight	1	0.747
151	1	CNS	RedLeft	1	0.574
155.5	1	ICS	BlueLeft	1	0.688
158	1	ICNS	BlueLeft	1	0.577
160.5	1	ICNS	BlueRight	1	0.57
165	1	CS	RedRight	1	0.588
168.5	1	CNS	RedRight	1	0.458
172	1	ICS	BlueRight	1	0.608
174.5	1	CS	RedRight	1	0.632
179	1	ICS	BlueLeft	1	0.651
183.5	1	ICNS	BlueLeft	1	0.71
188	1	ICNS	BlueRight	1	0.688
190.5	1	CS	RedRight	1	0.721
195	1	CNS	RedLeft	1	0.676
200.5	1	ICS	BlueRight	1	0.668
203	1	ICNS	BlueRight	1	0.844
206.5	1	CS	RedRight	1	0.714
210	1	ICS	BlueLeft	1	0.583
214.5	1	ICNS	BlueLeft	1	0.578
218	1	ICNS	BlueLeft	1	0.424
223.5	1	CS	RedLeft	1	0.815
227	1	CNS	RedRight	1	0.572
232.5	1	ICS	BlueLeft	1	0.804
237	1	ICNS	BlueLeft	1	0.479
240.5	1	CS	RedLeft	1	0.557
244	1	CNS	RedRight	1	0.522
249.5	1	ICS	BlueRight	1	0.658
253	1	ICNS	BlueLeft	1	0.616
257.5	1	CS	RedLeft	1	0.762
263	1	CNS	RedRight	1	0.658
265.5	1	ICS	BlueRight	1	0.651
270	1	CS	RedLeft	1	0.469
273.5	1	CNS	RedRight	1	0.707
279	1	CNS	RedLeft	1	0.458
283.5	1	ICS	BlueRight	1	0.677
289	1	ICNS	BlueRight	1	0.781
294.5	1	CS	RedRight	1	0.621
297	1	CNS	RedRight	1	0.534
299.5	1	ICS	BlueLeft	1	0.918
302	1	ICNS	BlueRight	1	0.743
304.5	1	ICNS	BlueRight	1	0.575
310	1	CS	RedRight	1	0.878
313.5	1	CNS	RedLeft	1	0.78
316	1	CNS	RedRight	1	0.564
320.5	1	ICS	BlueLeft	1	0.553
326	1	CS	RedLeft	1	0.727
