onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.554
14	1	CNS	BlueLeft	1	0.578
18.5	1	CNS	BlueRight	1	0.925
23	1	ICS	RedRight	1	0.536
27.5	1	ICNS	RedLeft	1	0.522
33	1	CS	BlueRight	1	0.49
38.5	1	ICS	RedLeft	1	0.682
41	1	ICNS	RedRight	1	0.794
43.5	1	ICNS	RedLeft	1	0.459
48	1	CS	BlueRight	1	0.63
52.5	1	CNS	BlueRight	1	0.584
56	1	ICS	RedRight	1	0.582
58.5	1	ICNS	RedLeft	1	0.488
61	1	ICNS	RedLeft	1	0.504
66.5	1	CS	BlueRight	1	0.664
70	1	ICS	RedLeft	1	0.574
73.5	1	CS	BlueLeft	1	0.747
77	1	CNS	BlueRight	1	0.841
80.5	1	ICS	RedLeft	1	0.575
84	1	ICNS	RedLeft	1	0.772
89.5	1	CS	BlueRight	1	0.676
95	1	ICS	RedRight	1	0.62
98.5	1	ICNS	RedRight	1	0.594
104	1	CS	BlueRight	1	0.61
106.5	1	CNS	BlueLeft	1	1.08
110	1	ICS	RedLeft	1	0.559
112.5	1	ICNS	RedLeft	1	0.744
116	1	CS	BlueLeft	1	0.638
118.5	1	CNS	BlueLeft	1	0.534
123	1	CNS	BlueLeft	1	0.617
128.5	1	ICS	RedRight	1	0.593
134	1	CS	BlueLeft	1	0.57
136.5	1	CNS	BlueRight	1	0.706
141	1	ICS	RedLeft	1	0.621
146.5	1	ICNS	RedRight	1	0.612
151	1	ICNS	RedLeft	1	0.719
155.5	1	CS	BlueLeft	0	0.81
158	1	CNS	BlueLeft	1	0.603
160.5	1	CNS	BlueRight	1	0.619
165	1	ICS	RedRight	1	0.646
168.5	1	ICNS	RedRight	1	0.644
172	1	CS	BlueRight	1	0.721
174.5	1	ICS	RedRight	1	0.859
179	1	CS	BlueLeft	1	0.767
183.5	1	CNS	BlueLeft	1	0.72
188	1	CNS	BlueRight	1	0.626
190.5	1	ICS	RedRight	1	0.595
195	1	ICNS	RedLeft	1	0.646
200.5	1	CS	BlueRight	1	0.797
203	1	CNS	BlueRight	1	0.527
206.5	1	ICS	RedRight	1	0.636
210	1	CS	BlueLeft	1	0.746
214.5	1	CNS	BlueLeft	1	0.893
218	1	CNS	BlueLeft	1	0.483
223.5	1	ICS	RedLeft	1	0.786
227	1	ICNS	RedRight	1	0.64
232.5	1	CS	BlueLeft	1	0.991
237	1	CNS	BlueLeft	1	0.522
240.5	1	ICS	RedLeft	1	0.712
244	1	ICNS	RedRight	1	0.622
249.5	1	CS	BlueRight	1	1.059
253	1	CNS	BlueLeft	1	0.772
257.5	1	ICS	RedLeft	1	0.679
263	1	ICNS	RedRight	1	1.043
265.5	1	CS	BlueRight	1	0.623
270	1	ICS	RedLeft	1	0.617
273.5	1	ICNS	RedRight	0	0.511
279	1	ICNS	RedLeft	1	0.791
283.5	1	CS	BlueRight	1	0.57
289	1	CNS	BlueRight	1	0.61
294.5	1	ICS	RedRight	1	0.626
297	1	ICNS	RedRight	1	0.627
299.5	1	CS	BlueLeft	1	0.923
302	1	CNS	BlueRight	1	0.539
304.5	1	CNS	BlueRight	1	0.652
310	1	ICS	RedRight	1	0.692
313.5	1	ICNS	RedLeft	1	0.649
316	1	ICNS	RedRight	1	0.97
320.5	1	CS	BlueLeft	1	0.733
326	1	ICS	RedLeft	1	0.637
