onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueLeft	1	0.589
14	1	ICNS	BlueLeft	1	0.517
18.5	1	ICNS	BlueRight	1	0.528
23	1	CS	RedRight	1	0.49
27.5	1	CNS	RedLeft	1	0.501
33	1	ICS	BlueRight	1	0.565
38.5	1	CS	RedLeft	1	0.437
41	1	CNS	RedRight	1	0.445
43.5	1	CNS	RedLeft	1	0.342
48	1	ICS	BlueRight	1	0.392
52.5	1	ICNS	BlueRight	1	0.507
56	1	CS	RedRight	1	0.673
58.5	1	CNS	RedLeft	1	0.617
61	1	CNS	RedLeft	1	0.489
66.5	1	ICS	BlueRight	1	0.489
70	1	CS	RedLeft	1	0.687
73.5	1	ICS	BlueLeft	1	0.596
77	1	ICNS	BlueRight	1	0.498
80.5	1	CS	RedLeft	0	0.472
84	1	CNS	RedLeft	1	0.398
89.5	1	ICS	BlueRight	1	0.541
95	1	CS	RedRight	1	0.581
98.5	1	CNS	RedRight	1	0.627
104	1	ICS	BlueRight	1	0.507
106.5	1	ICNS	BlueLeft	1	0.563
110	1	CS	RedLeft	1	0.489
112.5	1	CNS	RedLeft	1	0.617
116	1	ICS	BlueLeft	1	0.59
118.5	1	ICNS	BlueLeft	1	0.519
123	1	ICNS	BlueLeft	1	0.53
128.5	1	CS	RedRight	0	0.609
134	1	ICS	BlueLeft	1	0.641
136.5	1	ICNS	BlueRight	1	0.825
141	1	CS	RedLeft	1	0.484
146.5	1	CNS	RedRight	1	0.556
151	1	CNS	RedLeft	1	0.503
155.5	1	ICS	BlueLeft	1	0.585
158	1	ICNS	BlueLeft	1	0.651
160.5	1	ICNS	BlueRight	1	0.467
165	1	CS	RedRight	1	0.653
168.5	1	CNS	RedRight	1	0.419
172	1	ICS	BlueRight	1	0.673
174.5	1	CS	RedRight	1	0.616
179	1	ICS	BlueLeft	1	0.483
183.5	1	ICNS	BlueLeft	1	0.726
188	1	ICNS	BlueRight	1	0.481
190.5	1	CS	RedRight	1	0.729
195	1	CNS	RedLeft	1	0.524
200.5	1	ICS	BlueRight	1	1.065
203	1	ICNS	BlueRight	1	0.452
206.5	1	CS	RedRight	1	0.482
210	1	ICS	BlueLeft	1	0.544
214.5	1	ICNS	BlueLeft	1	0.491
218	1	ICNS	BlueLeft	1	0.528
223.5	1	CS	RedLeft	1	0.512
227	1	CNS	RedRight	1	0.694
232.5	1	ICS	BlueLeft	1	0.597
237	1	ICNS	BlueLeft	1	0.695
240.5	1	CS	RedLeft	1	0.669
244	1	CNS	RedRight	1	0.57
249.5	1	ICS	BlueRight	1	0.642
253	1	ICNS	BlueLeft	1	0.577
257.5	1	CS	RedLeft	1	0.579
263	1	CNS	RedRight	1	0.562
265.5	1	ICS	BlueRight	1	0.627
270	1	CS	RedLeft	1	0.542
273.5	1	CNS	RedRight	1	0.555
279	1	CNS	RedLeft	1	0.419
283.5	1	ICS	BlueRight	1	0.63
289	1	ICNS	BlueRight	1	0.462
294.5	1	CS	RedRight	1	0.524
297	1	CNS	RedRight	1	0.405
299.5	1	ICS	BlueLeft	1	0.614
302	1	ICNS	BlueRight	1	0.478
304.5	1	ICNS	BlueRight	1	0.431
310	1	CS	RedRight	1	0.591
313.5	1	CNS	RedLeft	1	0.412
316	1	CNS	RedRight	1	0.437
320.5	1	ICS	BlueLeft	1	0.448
326	1	CS	RedLeft	1	0.599
