onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	ICS	BlueRight	1	0.549
12	1	ICNS	BlueLeft	1	0.474
14.5	1	CS	RedLeft	1	0.563
17	1	ICS	BlueLeft	1	0.564
20.5	1	ICNS	BlueRight	1	0.561
24	1	CS	RedLeft	1	0.607
27.5	1	CNS	RedLeft	1	0.644
31	1	ICS	BlueRight	1	0.706
36.5	1	ICNS	BlueLeft	1	0.562
41	1	CS	RedRight	1	0.965
44.5	1	CNS	RedRight	1	0.579
50	1	ICS	BlueRight	1	0.585
52.5	1	CS	RedLeft	1	0.738
56	1	CNS	RedLeft	1	0.567
58.5	1	CNS	RedRight	1	0.456
62	1	ICS	BlueRight	1	0.566
67.5	1	CS	RedRight	1	0.526
71	1	CNS	RedLeft	1	0.444
75.5	1	ICS	BlueRight	1	0.67
78	1	ICNS	BlueLeft	1	1.092
80.5	1	ICNS	BlueRight	1	0.472
83	1	CS	RedRight	1	0.544
86.5	1	CNS	RedLeft	1	0.814
91	1	ICS	BlueLeft	1	0.848
96.5	1	CS	RedLeft	1	0.496
99	1	CNS	RedLeft	1	0.569
104.5	1	CNS	RedRight	1	0.592
110	1	ICS	BlueRight	1	0.647
114.5	1	ICNS	BlueRight	1	0.546
117	1	ICNS	BlueLeft	1	0.475
119.5	1	CS	RedRight	1	0.907
125	1	CNS	RedLeft	1	0.539
130.5	1	ICS	BlueRight	1	0.595
134	1	ICNS	BlueRight	1	1.045
137.5	1	CS	RedLeft	1	0.814
140	1	CNS	RedRight	1	0.487
145.5	1	ICS	BlueLeft	1	0.566
150	1	ICNS	BlueLeft	1	0.593
152.5	1	ICNS	BlueLeft	1	0.442
157	1	CS	RedLeft	1	0.564
159.5	1	CNS	RedLeft	1	0.661
164	1	ICS	BlueLeft	1	0.567
168.5	1	ICNS	BlueLeft	1	0.634
173	1	ICNS	BlueRight	1	0.548
176.5	1	CS	RedLeft	1	0.674
180	1	CNS	RedLeft	1	0.48
182.5	1	ICS	BlueLeft	1	0.624
187	1	ICNS	BlueRight	1	0.651
189.5	1	CS	RedRight	1	0.836
195	1	ICS	BlueLeft	1	0.619
197.5	1	ICNS	BlueRight	1	0.54
200	1	CS	RedRight	1	0.613
204.5	1	CNS	RedRight	1	0.743
210	1	ICS	BlueRight	1	0.575
213.5	1	CS	RedLeft	1	0.773
219	1	CNS	RedRight	1	0.557
223.5	1	ICS	BlueLeft	1	0.63
229	1	ICNS	BlueLeft	1	0.542
233.5	1	ICNS	BlueLeft	1	0.545
238	1	CS	RedLeft	1	0.628
242.5	1	CNS	RedRight	1	0.478
245	1	ICS	BlueLeft	1	0.775
250.5	1	ICNS	BlueRight	1	0.991
256	1	CS	RedRight	1	0.574
258.5	1	CNS	RedLeft	1	0.583
262	1	CNS	RedRight	1	0.461
267.5	1	ICS	BlueRight	1	0.733
272	1	ICNS	BlueRight	1	0.615
275.5	1	CS	RedRight	1	0.589
280	1	CNS	RedLeft	1	0.567
284.5	1	ICS	BlueLeft	1	0.561
287	1	CS	RedRight	1	0.738
292.5	1	CNS	RedRight	1	1.127
298	1	ICS	BlueRight	1	0.706
303.5	1	ICNS	BlueLeft	1	0.521
307	1	ICNS	BlueRight	1	0.583
311.5	1	CS	RedLeft	1	0.818
317	1	CNS	RedRight	1	0.97
320.5	1	ICS	BlueLeft	1	0.631
324	1	CS	RedRight	1	0.525
