onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.591
14	1	CNS	BlueLeft	1	0.39
18.5	1	CNS	BlueRight	1	0.569
23	1	ICS	RedRight	1	0.452
27.5	1	ICNS	RedLeft	1	0.519
33	1	CS	BlueRight	1	0.534
38.5	1	ICS	RedLeft	1	0.574
41	1	ICNS	RedRight	1	0.551
43.5	1	ICNS	RedLeft	1	0.423
48	1	CS	BlueRight	1	0.402
52.5	1	CNS	BlueRight	1	0.565
56	1	ICS	RedRight	1	0.482
58.5	1	ICNS	RedLeft	1	0.419
61	1	ICNS	RedLeft	1	0.396
66.5	1	CS	BlueRight	1	0.476
70	1	ICS	RedLeft	1	0.384
73.5	1	CS	BlueLeft	0	0.446
77	1	CNS	BlueRight	1	0.699
80.5	1	ICS	RedLeft	1	0.545
84	1	ICNS	RedLeft	1	0.655
89.5	1	CS	BlueRight	1	0.559
95	1	ICS	RedRight	1	0.494
98.5	1	ICNS	RedRight	1	0.492
104	1	CS	BlueRight	1	0.668
106.5	1	CNS	BlueLeft	1	0.516
110	1	ICS	RedLeft	1	0.442
112.5	1	ICNS	RedLeft	1	0.474
116	1	CS	BlueLeft	1	0.64
118.5	1	CNS	BlueLeft	1	0.441
123	1	CNS	BlueLeft	1	0.468
128.5	1	ICS	RedRight	0	0.459
134	1	CS	BlueLeft	1	0.499
136.5	1	CNS	BlueRight	1	0.564
141	1	ICS	RedLeft	1	0.453
146.5	1	ICNS	RedRight	1	0.47
151	1	ICNS	RedLeft	1	0.528
155.5	1	CS	BlueLeft	1	0.531
158	1	CNS	BlueLeft	1	0.523
160.5	1	CNS	BlueRight	1	0.492
165	1	ICS	RedRight	1	0.463
168.5	1	ICNS	RedRight	1	0.453
172	1	CS	BlueRight	1	0.402
174.5	1	ICS	RedRight	1	0.491
179	1	CS	BlueLeft	1	0.581
183.5	1	CNS	BlueLeft	1	0.464
188	1	CNS	BlueRight	1	0.482
190.5	1	ICS	RedRight	1	0.436
195	1	ICNS	RedLeft	1	0.526
200.5	1	CS	BlueRight	1	0.598
203	1	CNS	BlueRight	1	0.543
206.5	1	ICS	RedRight	1	0.452
210	1	CS	BlueLeft	1	0.553
214.5	1	CNS	BlueLeft	1	0.499
218	1	CNS	BlueLeft	1	0.425
223.5	1	ICS	RedLeft	1	0.545
227	1	ICNS	RedRight	1	0.47
232.5	1	CS	BlueLeft	1	0.382
237	1	CNS	BlueLeft	1	0.425
240.5	1	ICS	RedLeft	1	0.527
244	1	ICNS	RedRight	1	0.524
249.5	1	CS	BlueRight	1	0.644
253	1	CNS	BlueLeft	1	0.37
257.5	1	ICS	RedLeft	1	0.749
263	1	ICNS	RedRight	1	0.54
265.5	1	CS	BlueRight	1	0.709
270	1	ICS	RedLeft	1	0.632
273.5	1	ICNS	RedRight	1	0.509
279	1	ICNS	RedLeft	1	0.508
283.5	1	CS	BlueRight	1	0.615
289	1	CNS	BlueRight	1	0.607
294.5	1	ICS	RedRight	1	0.486
297	1	ICNS	RedRight	1	0.543
299.5	1	CS	BlueLeft	1	0.639
302	1	CNS	BlueRight	1	0.568
304.5	1	CNS	BlueRight	1	0.521
310	1	ICS	RedRight	1	0.417
313.5	1	ICNS	RedLeft	1	0.422
316	1	ICNS	RedRight	1	0.487
320.5	1	CS	BlueLeft	1	0.538
326	1	ICS	RedLeft	1	0.473
