onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.587
14	1	CNS	BlueLeft	1	0.499
18.5	1	CNS	BlueRight	1	0.765
23	1	ICS	RedRight	1	0.56
27.5	1	ICNS	RedLeft	1	0.619
33	1	CS	BlueRight	1	0.539
38.5	1	ICS	RedLeft	0	0.49
41	1	ICNS	RedRight	1	0.627
43.5	1	ICNS	RedLeft	1	0.523
48	1	CS	BlueRight	1	0.526
52.5	1	CNS	BlueRight	1	0.632
56	1	ICS	RedRight	1	0.606
58.5	1	ICNS	RedLeft	1	0.655
61	1	ICNS	RedLeft	1	0.655
66.5	1	CS	BlueRight	1	0.535
70	1	ICS	RedLeft	1	0.525
73.5	1	CS	BlueLeft	1	0.594
77	1	CNS	BlueRight	1	0.944
80.5	1	ICS	RedLeft	1	0.55
84	1	ICNS	RedLeft	1	0.523
89.5	1	CS	BlueRight	1	0.523
95	1	ICS	RedRight	1	0.547
98.5	1	ICNS	RedRight	1	0.521
104	1	CS	BlueRight	1	0.559
106.5	1	CNS	BlueLeft	1	0.608
110	1	ICS	RedLeft	1	0.477
112.5	1	ICNS	RedLeft	1	0.558
116	1	CS	BlueLeft	1	0.524
118.5	1	CNS	BlueLeft	1	0.469
123	1	CNS	BlueLeft	1	0.455
128.5	1	ICS	RedRight	1	0.503
134	1	CS	BlueLeft	1	0.423
136.5	1	CNS	BlueRight	1	0.544
141	1	ICS	RedLeft	1	0.626
146.5	1	ICNS	RedRight	1	0.546
151	1	ICNS	RedLeft	1	0.461
155.5	1	CS	BlueLeft	1	0.615
158	1	CNS	BlueLeft	1	0.463
160.5	1	CNS	BlueRight	1	0.592
165	1	ICS	RedRight	1	0.539
168.5	1	ICNS	RedRight	1	0.488
172	1	CS	BlueRight	1	0.654
174.5	1	ICS	RedRight	1	0.487
179	1	CS	BlueLeft	1	0.497
183.5	1	CNS	BlueLeft	1	0.468
188	1	CNS	BlueRight	1	0.607
190.5	1	ICS	RedRight	1	0.503
195	1	ICNS	RedLeft	1	0.594
200.5	1	CS	BlueRight	1	0.57
203	1	CNS	BlueRight	1	0.514
206.5	1	ICS	RedRight	1	0.551
210	1	CS	BlueLeft	1	0.509
214.5	1	CNS	BlueLeft	1	0.447
218	1	CNS	BlueLeft	1	0.469
223.5	1	ICS	RedLeft	1	0.485
227	1	ICNS	RedRight	1	0.499
232.5	1	CS	BlueLeft	1	0.507
237	1	CNS	BlueLeft	1	0.557
240.5	1	ICS	RedLeft	1	0.531
244	1	ICNS	RedRight	1	0.449
249.5	1	CS	BlueRight	1	0.624
253	1	CNS	BlueLeft	1	0.501
257.5	1	ICS	RedLeft	1	0.464
263	1	ICNS	RedRight	1	0.496
265.5	1	CS	BlueRight	1	0.553
270	1	ICS	RedLeft	1	0.491
273.5	1	ICNS	RedRight	1	0.449
279	1	ICNS	RedLeft	1	0.465
283.5	1	CS	BlueRight	0	0.555
289	1	CNS	BlueRight	1	0.563
294.5	1	ICS	RedRight	1	0.627
297	1	ICNS	RedRight	1	0.507
299.5	1	CS	BlueLeft	1	0.644
302	1	CNS	BlueRight	1	0.62
304.5	1	CNS	BlueRight	1	0.54
310	1	ICS	RedRight	1	0.588
313.5	1	ICNS	RedLeft	1	0.586
316	1	ICNS	RedRight	1	0.538
320.5	1	CS	BlueLeft	1	0.557
326	1	ICS	RedLeft	1	0.629
