onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.53
14	1	CNS	BlueLeft	1	0.57
18.5	1	ICS	RedLeft	1	0.517
23	1	CS	BlueLeft	1	0.576
27.5	1	CNS	BlueRight	1	0.562
33	1	ICS	RedLeft	1	0.458
38.5	1	ICNS	RedLeft	1	0.914
41	1	CS	BlueRight	1	0.546
43.5	1	CNS	BlueLeft	1	0.466
48	1	ICS	RedRight	1	0.557
52.5	1	ICNS	RedRight	1	0.536
56	1	CS	BlueRight	1	0.493
58.5	1	ICS	RedLeft	1	0.582
61	1	ICNS	RedLeft	1	0.631
66.5	1	ICNS	RedRight	1	0.51
70	1	CS	BlueRight	1	0.5
73.5	1	ICS	RedRight	1	0.514
77	1	ICNS	RedLeft	1	0.608
80.5	1	CS	BlueRight	1	0.717
84	1	CNS	BlueLeft	1	0.531
89.5	1	CNS	BlueRight	1	0.554
95	1	ICS	RedRight	1	0.641
98.5	1	ICNS	RedLeft	1	0.535
104	1	CS	BlueLeft	1	0.527
106.5	1	ICS	RedLeft	1	0.575
110	1	ICNS	RedLeft	1	0.485
112.5	1	ICNS	RedRight	1	0.47
116	1	CS	BlueRight	1	0.579
118.5	1	CNS	BlueRight	1	0.588
123	1	CNS	BlueLeft	1	0.455
128.5	1	ICS	RedRight	1	0.607
134	1	ICNS	RedLeft	1	0.671
136.5	1	CS	BlueRight	1	0.639
141	1	CNS	BlueRight	1	0.497
146.5	1	ICS	RedLeft	1	0.505
151	1	ICNS	RedRight	1	0.579
155.5	1	CS	BlueLeft	1	0.79
158	1	CNS	BlueLeft	1	0.423
160.5	1	CNS	BlueLeft	1	0.479
165	1	ICS	RedLeft	1	0.498
168.5	1	ICNS	RedLeft	1	0.576
172	1	CS	BlueLeft	1	0.51
174.5	1	CNS	BlueLeft	1	0.558
179	1	CNS	BlueRight	1	0.433
183.5	1	ICS	RedLeft	1	0.524
188	1	ICNS	RedLeft	1	0.582
190.5	1	CS	BlueLeft	1	0.686
195	1	CNS	BlueRight	1	0.505
200.5	1	ICS	RedRight	1	0.577
203	1	CS	BlueLeft	1	0.641
206.5	1	CNS	BlueRight	1	0.503
210	1	ICS	RedRight	1	0.477
214.5	1	ICNS	RedRight	1	0.415
218	1	CS	BlueRight	1	0.517
223.5	1	ICS	RedLeft	1	0.701
227	1	ICNS	RedRight	1	0.514
232.5	1	CS	BlueLeft	1	0.506
237	1	CNS	BlueLeft	1	0.404
240.5	1	CNS	BlueLeft	1	0.418
244	1	ICS	RedLeft	1	0.503
249.5	1	ICNS	RedRight	1	0.519
253	1	CS	BlueLeft	1	0.581
257.5	1	CNS	BlueRight	1	0.688
263	1	ICS	RedRight	1	0.551
265.5	1	ICNS	RedLeft	1	0.48
270	1	ICNS	RedRight	1	0.395
273.5	1	CS	BlueRight	1	0.497
279	1	CNS	BlueRight	1	0.528
283.5	1	ICS	RedRight	1	0.539
289	1	ICNS	RedLeft	1	0.498
294.5	1	CS	BlueLeft	1	0.505
297	1	ICS	RedRight	1	0.49
299.5	1	ICNS	RedRight	1	0.523
302	1	CS	BlueRight	1	0.62
304.5	1	CNS	BlueLeft	1	0.58
310	1	CNS	BlueRight	1	0.612
313.5	1	ICS	RedLeft	1	0.553
316	1	ICNS	RedRight	1	0.562
320.5	1	CS	BlueLeft	1	0.565
326	1	ICS	RedRight	1	0.517
