onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.513
14	1	CNS	BlueLeft	1	0.649
18.5	1	CNS	BlueRight	1	0.683
23	1	ICS	RedRight	1	0.518
27.5	1	ICNS	RedLeft	1	0.576
33	1	CS	BlueRight	1	0.473
38.5	1	ICS	RedLeft	1	0.56
41	1	ICNS	RedRight	1	1.022
43.5	1	ICNS	RedLeft	1	0.522
48	1	CS	BlueRight	1	0.765
52.5	1	CNS	BlueRight	1	0.544
56	1	ICS	RedRight	1	0.605
58.5	1	ICNS	RedLeft	1	0.574
61	1	ICNS	RedLeft	1	0.518
66.5	1	CS	BlueRight	1	0.654
70	1	ICS	RedLeft	1	0.876
73.5	1	CS	BlueLeft	1	0.498
77	1	CNS	BlueRight	1	0.807
80.5	1	ICS	RedLeft	1	0.557
84	1	ICNS	RedLeft	1	0.643
89.5	1	CS	BlueRight	1	0.843
95	1	ICS	RedRight	1	0.563
98.5	1	ICNS	RedRight	1	0.529
104	1	CS	BlueRight	1	0.696
106.5	1	CNS	BlueLeft	1	0.848
110	1	ICS	RedLeft	1	0.758
112.5	1	ICNS	RedLeft	1	0.631
116	1	CS	BlueLeft	1	0.94
118.5	1	CNS	BlueLeft	1	0.558
123	1	CNS	BlueLeft	1	0.496
128.5	1	ICS	RedRight	1	0.528
134	1	CS	BlueLeft	1	1.061
136.5	1	CNS	BlueRight	1	0.537
141	1	ICS	RedLeft	1	0.515
146.5	1	ICNS	RedRight	1	0.579
151	1	ICNS	RedLeft	1	0.614
155.5	1	CS	BlueLeft	1	0.793
158	1	CNS	BlueLeft	1	0.585
160.5	1	CNS	BlueRight	1	0.586
165	1	ICS	RedRight	1	0.413
168.5	1	ICNS	RedRight	1	0.507
172	1	CS	BlueRight	1	0.713
174.5	1	ICS	RedRight	1	0.633
179	1	CS	BlueLeft	1	0.931
183.5	1	CNS	BlueLeft	1	0.422
188	1	CNS	BlueRight	1	0.553
190.5	1	ICS	RedRight	1	0.501
195	1	ICNS	RedLeft	1	0.461
200.5	1	CS	BlueRight	1	0.756
203	1	CNS	BlueRight	1	0.598
206.5	1	ICS	RedRight	1	0.571
210	1	CS	BlueLeft	0	0.953
214.5	1	CNS	BlueLeft	1	0.436
218	1	CNS	BlueLeft	1	0.355
223.5	1	ICS	RedLeft	1	0.537
227	1	ICNS	RedRight	1	0.662
232.5	1	CS	BlueLeft	1	0.662
237	1	CNS	BlueLeft	1	0.521
240.5	1	ICS	RedLeft	1	0.679
244	1	ICNS	RedRight	1	0.653
249.5	1	CS	BlueRight	1	0.629
253	1	CNS	BlueLeft	1	1.161
257.5	1	ICS	RedLeft	1	0.476
263	1	ICNS	RedRight	1	0.805
265.5	1	CS	BlueRight	1	0.509
270	1	ICS	RedLeft	1	0.48
273.5	1	ICNS	RedRight	1	0.694
279	1	ICNS	RedLeft	1	0.494
283.5	1	CS	BlueRight	1	0.657
289	1	CNS	BlueRight	1	0.441
294.5	1	ICS	RedRight	1	0.608
297	1	ICNS	RedRight	1	0.513
299.5	1	CS	BlueLeft	1	1.047
302	1	CNS	BlueRight	1	0.338
304.5	1	CNS	BlueRight	1	0.371
310	1	ICS	RedRight	1	0.531
313.5	1	ICNS	RedLeft	1	0.505
316	1	ICNS	RedRight	1	0.465
320.5	1	CS	BlueLeft	1	0.396
326	1	ICS	RedLeft	1	0.628
