onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.61
14	1	CNS	BlueLeft	1	0.457
18.5	1	ICS	RedLeft	1	0.524
23	1	CS	BlueLeft	1	0.495
27.5	1	CNS	BlueRight	1	0.49
33	1	ICS	RedLeft	1	0.426
38.5	1	ICNS	RedLeft	1	0.61
41	1	CS	BlueRight	0	0.675
43.5	1	CNS	BlueLeft	1	0.523
48	1	ICS	RedRight	1	0.406
52.5	1	ICNS	RedRight	1	0.561
56	1	CS	BlueRight	1	0.526
58.5	1	ICS	RedLeft	1	0.606
61	1	ICNS	RedLeft	0	0.575
66.5	1	ICNS	RedRight	1	0.607
70	1	CS	BlueRight	1	0.485
73.5	1	ICS	RedRight	1	0.515
77	1	ICNS	RedLeft	1	0.553
80.5	1	CS	BlueRight	1	0.486
84	1	CNS	BlueLeft	1	0.476
89.5	1	CNS	BlueRight	1	0.468
95	1	ICS	RedRight	1	0.523
98.5	1	ICNS	RedLeft	1	0.521
104	1	CS	BlueLeft	1	0.521
106.5	1	ICS	RedLeft	1	0.618
110	1	ICNS	RedLeft	1	0.504
112.5	1	ICNS	RedRight	1	0.576
116	1	CS	BlueRight	1	0.542
118.5	1	CNS	BlueRight	1	0.623
123	1	CNS	BlueLeft	1	0.506
128.5	1	ICS	RedRight	1	0.554
134	1	ICNS	RedLeft	1	0.593
136.5	1	CS	BlueRight	1	0.705
141	1	CNS	BlueRight	1	0.532
146.5	1	ICS	RedLeft	1	0.732
151	1	ICNS	RedRight	1	0.551
155.5	1	CS	BlueLeft	1	0.554
158	1	CNS	BlueLeft	1	0.49
160.5	1	CNS	BlueLeft	1	0.412
165	1	ICS	RedLeft	1	0.622
168.5	1	ICNS	RedLeft	1	0.539
172	1	CS	BlueLeft	1	0.857
174.5	1	CNS	BlueLeft	1	0.546
179	1	CNS	BlueRight	1	0.501
183.5	1	ICS	RedLeft	1	0.495
188	1	ICNS	RedLeft	1	0.69
190.5	1	CS	BlueLeft	1	0.595
195	1	CNS	BlueRight	1	0.486
200.5	1	ICS	RedRight	1	0.47
203	1	CS	BlueLeft	0	0
206.5	1	CNS	BlueRight	1	0.644
210	1	ICS	RedRight	1	0.745
214.5	1	ICNS	RedRight	1	0.492
218	1	CS	BlueRight	1	0.642
223.5	1	ICS	RedLeft	1	0.586
227	1	ICNS	RedRight	1	0.591
232.5	1	CS	BlueLeft	1	0.68
237	1	CNS	BlueLeft	1	0.595
240.5	1	CNS	BlueLeft	1	0.48
244	1	ICS	RedLeft	1	0.549
249.5	1	ICNS	RedRight	1	0.725
253	1	CS	BlueLeft	1	0.715
257.5	1	CNS	BlueRight	1	0.63
263	1	ICS	RedRight	1	0.502
265.5	1	ICNS	RedLeft	1	0.687
270	1	ICNS	RedRight	1	0.474
273.5	1	CS	BlueRight	1	0.616
279	1	CNS	BlueRight	1	0.622
283.5	1	ICS	RedRight	1	0.473
289	1	ICNS	RedLeft	1	0.987
294.5	1	CS	BlueLeft	1	0.545
297	1	ICS	RedRight	1	0.586
299.5	1	ICNS	RedRight	1	0.594
302	1	CS	BlueRight	1	0.604
304.5	1	CNS	BlueLeft	1	0.468
310	1	CNS	BlueRight	1	0.964
313.5	1	ICS	RedLeft	1	0.561
316	1	ICNS	RedRight	1	0.483
320.5	1	CS	BlueLeft	1	0.511
326	1	ICS	RedRight	1	0.532
