onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueLeft	1	0.838
14	1	CNS	BlueLeft	1	1.043
18.5	1	CNS	BlueRight	1	0.752
23	1	ICS	RedRight	1	0.996
27.5	1	ICNS	RedLeft	1	1.003
33	1	CS	BlueRight	1	0.863
38.5	1	ICS	RedLeft	1	0.886
41	1	ICNS	RedRight	1	0.751
43.5	1	ICNS	RedLeft	1	0.616
48	1	CS	BlueRight	1	0.507
52.5	1	CNS	BlueRight	1	0.614
56	1	ICS	RedRight	1	0.715
58.5	1	ICNS	RedLeft	1	0.771
61	1	ICNS	RedLeft	1	0.716
66.5	1	CS	BlueRight	1	0.74
70	1	ICS	RedLeft	1	1.023
73.5	1	CS	BlueLeft	1	0.551
77	1	CNS	BlueRight	1	0.653
80.5	1	ICS	RedLeft	1	0.931
84	1	ICNS	RedLeft	1	0.593
89.5	1	CS	BlueRight	1	0.745
95	1	ICS	RedRight	1	0.744
98.5	1	ICNS	RedRight	1	0.966
104	1	CS	BlueRight	1	0.613
106.5	1	CNS	BlueLeft	1	0.918
110	1	ICS	RedLeft	1	0.612
112.5	1	ICNS	RedLeft	1	0.661
116	1	CS	BlueLeft	1	1.16
118.5	1	CNS	BlueLeft	1	0.563
123	1	CNS	BlueLeft	1	0.582
128.5	1	ICS	RedRight	1	0.774
134	1	CS	BlueLeft	1	0.582
136.5	1	CNS	BlueRight	1	1.212
141	1	ICS	RedLeft	1	0.809
146.5	1	ICNS	RedRight	1	0.777
151	1	ICNS	RedLeft	1	0.611
155.5	1	CS	BlueLeft	1	0.982
158	1	CNS	BlueLeft	1	0.711
160.5	1	CNS	BlueRight	1	0.968
165	1	ICS	RedRight	1	0.995
168.5	1	ICNS	RedRight	1	0.657
172	1	CS	BlueRight	1	0.702
174.5	1	ICS	RedRight	1	0.975
179	1	CS	BlueLeft	1	0.698
183.5	1	CNS	BlueLeft	1	0.444
188	1	CNS	BlueRight	1	0.575
190.5	1	ICS	RedRight	1	1.18
195	1	ICNS	RedLeft	1	0.794
200.5	1	CS	BlueRight	1	0.722
203	1	CNS	BlueRight	1	0.539
206.5	1	ICS	RedRight	1	0.537
210	1	CS	BlueLeft	1	0.823
214.5	1	CNS	BlueLeft	1	0.553
218	1	CNS	BlueLeft	1	0.415
223.5	1	ICS	RedLeft	1	0.943
227	1	ICNS	RedRight	1	0.628
232.5	1	CS	BlueLeft	1	0.5
237	1	CNS	BlueLeft	1	0.647
240.5	1	ICS	RedLeft	1	0.565
244	1	ICNS	RedRight	1	0.634
249.5	1	CS	BlueRight	1	0.698
253	1	CNS	BlueLeft	1	0.576
257.5	1	ICS	RedLeft	1	0.715
263	1	ICNS	RedRight	1	0.763
265.5	1	CS	BlueRight	1	0.876
270	1	ICS	RedLeft	1	0.646
273.5	1	ICNS	RedRight	1	0.779
279	1	ICNS	RedLeft	1	0.756
283.5	1	CS	BlueRight	1	0.878
289	1	CNS	BlueRight	1	0.542
294.5	1	ICS	RedRight	1	0.726
297	1	ICNS	RedRight	1	0.759
299.5	1	CS	BlueLeft	1	0.872
302	1	CNS	BlueRight	1	0.872
304.5	1	CNS	BlueRight	1	0.481
310	1	ICS	RedRight	1	0.601
313.5	1	ICNS	RedLeft	1	0.654
316	1	ICNS	RedRight	1	0.679
320.5	1	CS	BlueLeft	1	0.777
326	1	ICS	RedLeft	1	0.681
