onset	duration	trial_type	stimulus	accuracy	response_time
8.5	1	CS	BlueRight	1	0.844
14	1	CNS	BlueLeft	1	0.796
18.5	1	ICS	RedLeft	1	0.543
23	1	CS	BlueLeft	1	0.666
27.5	1	CNS	BlueRight	1	0.389
33	1	ICS	RedLeft	1	0.756
38.5	1	ICNS	RedLeft	1	0.589
41	1	CS	BlueRight	1	0.877
43.5	1	CNS	BlueLeft	1	0.686
48	1	ICS	RedRight	1	0.68
52.5	1	ICNS	RedRight	1	0.555
56	1	CS	BlueRight	1	0.625
58.5	1	ICS	RedLeft	1	1.006
61	1	ICNS	RedLeft	1	0.594
66.5	1	ICNS	RedRight	1	0.586
70	1	CS	BlueRight	1	0.592
73.5	1	ICS	RedRight	1	0.494
77	1	ICNS	RedLeft	1	0.571
80.5	1	CS	BlueRight	1	0.537
84	1	CNS	BlueLeft	1	0.543
89.5	1	CNS	BlueRight	1	0.47
95	1	ICS	RedRight	1	0.67
98.5	1	ICNS	RedLeft	1	0.572
104	1	CS	BlueLeft	1	0.564
106.5	1	ICS	RedLeft	1	0.708
110	1	ICNS	RedLeft	1	0.65
112.5	1	ICNS	RedRight	1	0.747
116	1	CS	BlueRight	1	0.729
118.5	1	CNS	BlueRight	1	0.489
123	1	CNS	BlueLeft	1	0.852
128.5	1	ICS	RedRight	1	0.716
134	1	ICNS	RedLeft	1	0.587
136.5	1	CS	BlueRight	1	0.724
141	1	CNS	BlueRight	1	0.527
146.5	1	ICS	RedLeft	1	0.839
151	1	ICNS	RedRight	0	0.834
155.5	1	CS	BlueLeft	1	0.541
158	1	CNS	BlueLeft	1	0.773
160.5	1	CNS	BlueLeft	1	0.534
165	1	ICS	RedLeft	1	0.657
168.5	1	ICNS	RedLeft	1	0.574
172	1	CS	BlueLeft	1	0.916
174.5	1	CNS	BlueLeft	1	0.525
179	1	CNS	BlueRight	1	0.679
183.5	1	ICS	RedLeft	1	0.698
188	1	ICNS	RedLeft	1	0.653
190.5	1	CS	BlueLeft	1	0.669
195	1	CNS	BlueRight	1	0.72
200.5	1	ICS	RedRight	1	0.664
203	1	CS	BlueLeft	1	1.022
206.5	1	CNS	BlueRight	1	0.567
210	1	ICS	RedRight	1	0.989
214.5	1	ICNS	RedRight	1	0.648
218	1	CS	BlueRight	1	0.597
223.5	1	ICS	RedLeft	1	0.604
227	1	ICNS	RedRight	1	0.962
232.5	1	CS	BlueLeft	1	0.622
237	1	CNS	BlueLeft	1	0.509
240.5	1	CNS	BlueLeft	1	0.467
244	1	ICS	RedLeft	1	0.632
249.5	1	ICNS	RedRight	1	0.601
253	1	CS	BlueLeft	1	0.479
257.5	1	CNS	BlueRight	1	0.64
263	1	ICS	RedRight	1	0.8
265.5	1	ICNS	RedLeft	1	0.593
270	1	ICNS	RedRight	1	0.556
273.5	1	CS	BlueRight	1	0.794
279	1	CNS	BlueRight	1	0.585
283.5	1	ICS	RedRight	1	0.7
289	1	ICNS	RedLeft	1	0.588
294.5	1	CS	BlueLeft	1	1.153
297	1	ICS	RedRight	0	0.877
299.5	1	ICNS	RedRight	1	0.99
302	1	CS	BlueRight	1	0.758
304.5	1	CNS	BlueLeft	1	0.902
310	1	CNS	BlueRight	1	0.814
313.5	1	ICS	RedLeft	1	1.233
316	1	ICNS	RedRight	1	0.861
320.5	1	CS	BlueLeft	1	0.719
326	1	ICS	RedRight	1	1.045
